State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races,Median_Household_Income,Total_Population,Land_Area_SqMi,population_density,Region,Division,log_population_density,log_median_income,total_minority_pct
Missouri,Cedar,2025,40,0.8222222222222222,2.2,92.1,0.5,0.2,0.0,4.0,48181.0,14615,474.47,30.802790482011503,Midwest,West North Central,3.4595540369428877,10.782720031453678,2.7
Missouri,Clay,2025,42,0.8111111111111111,8.0,77.0,6.8,0.2,2.6,4.8,88468.0,258122,397.649,649.1202039990042,Midwest,West North Central,6.477157275021618,11.390396183688612,14.8
Missouri,Clinton,2025,43,0.5055555555555555,2.6,91.9,0.8,0.1,0.2,4.2,70627.0,21414,418.94,51.11471809805701,Midwest,West North Central,3.953447405948161,11.16516778663185,3.4000000000000004
Missouri,Greene,2025,44,0.8166666666666667,5.1,84.0,3.0,0.2,1.9,5.0,61479.0,303375,675.329,449.2254886136979,Midwest,West North Central,6.109748543071013,11.02645093206807,8.1
Missouri,Jackson,2025,43,0.8388888888888889,11.4,59.3,22.0,0.1,1.8,4.6,68577.0,719976,604.52,1190.98789121948,Midwest,West North Central,7.083377689200779,11.135712480528158,33.4
Missouri,Jasper,2025,42,0.8222222222222222,9.8,80.6,1.7,0.6,1.3,5.4,60694.0,124357,638.506,194.76246112017745,Midwest,West North Central,5.276901991185432,11.013600125374445,11.5
Missouri,Jefferson,2025,40,0.8222222222222222,2.6,88.5,1.0,0.1,1.0,6.5,82851.0,229458,656.261,349.6444250077332,Midwest,West North Central,5.859772675833951,11.324799092787902,3.6
Missouri,Lincoln,2025,42,0.5055555555555555,2.9,91.9,1.7,0.1,0.3,3.0,89278.0,63057,626.562,100.63968130847384,Midwest,West North Central,4.621434022953874,11.39951037593053,4.6
Missouri,Monroe,2025,37,0.8222222222222222,1.8,91.6,3.5,0.4,0.4,1.8,54516.0,8734,647.63,13.486095455738615,Midwest,West North Central,2.673189255268103,10.906249515547403,5.3
Missouri,Perry,2025,40,0.55,2.5,93.4,0.7,0.0,0.8,2.6,62981.0,18976,474.355,40.00379462638741,Midwest,West North Central,3.713664614284756,11.050588372585487,3.2
Missouri,Stoddard,2025,21,0.0666666666666666,2.2,92.7,1.1,0.1,0.1,3.6,57957.0,28470,823.142,34.58698499165393,Midwest,West North Central,3.5719799808915433,10.967456635260664,3.3000000000000003
Missouri,Taney,2025,26,0.0944444444444444,7.6,85.1,1.8,0.2,1.0,4.1,56497.0,56529,632.263,89.40741431967393,Midwest,West North Central,4.504326280845488,10.941942818379685,9.4
Montana,Beaverhead,2025,12,0.9722222222222222,5.2,89.1,0.5,1.3,0.3,3.5,61268.0,9713,5542.687,1.752399152252328,West,Mountain,1.0124729503430623,11.023012962784444,5.7
Montana,Custer,2025,39,1.0,3.4,89.0,0.0,1.8,0.5,5.1,70605.0,11961,3783.309,3.1615181313500957,West,Mountain,1.4258799431211333,11.164856242503353,3.4
Montana,Dawson,2025,14,1.0,3.6,90.4,0.2,1.3,0.2,3.4,71334.0,8827,2371.926,3.72144830825245,West,Mountain,1.552115597498914,11.175128351086599,3.8000000000000003
Montana,Fergus,2025,44,1.0,2.4,92.4,0.6,2.1,0.7,1.9,63706.0,11687,4339.329,2.6932735452877625,West,Mountain,1.3065132044210181,11.062034028647275,3.0
Montana,Flathead,2025,40,1.0,3.7,90.0,0.2,0.8,0.8,4.0,73925.0,110695,5087.223,21.75941569693328,West,Mountain,3.124978936561862,11.210806344720678,3.9000000000000004
Montana,Gallatin,2025,14,1.0,5.4,87.5,0.4,0.5,1.2,4.0,93528.0,124074,2605.353,47.622721374032615,West,Mountain,3.8840909396381758,11.446016135686655,5.800000000000001
Montana,Glacier,2025,22,0.9277777777777778,2.9,29.5,0.2,63.4,0.6,3.0,46875.0,13637,2995.151,4.553025874154592,West,Mountain,1.7143429817398073,10.755239763272712,3.1
Montana,Hill,2025,13,0.8277777777777777,3.5,67.1,0.3,21.9,0.2,6.3,52798.0,16155,2899.396,5.571850137063029,West,Mountain,1.8827953966683757,10.874228590189055,3.8
Montana,Lake,2025,4,0.1111111111111111,4.3,64.6,0.2,19.6,0.7,10.2,63360.0,32561,1490.467,21.846173045092577,West,Mountain,3.1287836216983975,11.056588026488308,4.5
Montana,Lewis and Clark,2025,45,1.0,4.0,88.6,0.5,1.3,0.5,4.7,78237.0,73464,3458.381,21.24230962406976,West,Mountain,3.1019963139934803,11.267497960415284,4.5
Montana,Lincoln,2025,45,0.9777777777777776,3.1,90.0,0.1,1.1,0.2,5.3,47143.0,21175,3612.559,5.861495964494974,West,Mountain,1.9259254885899406,10.760940814685789,3.2
Montana,Missoula,2025,38,1.0,5.1,85.5,0.4,1.9,1.6,5.0,75598.0,120672,2593.009,46.537439708076604,West,Mountain,3.8615176049512145,11.233185106791229,5.5
Montana,Phillips,2025,18,0.95,1.1,81.0,0.2,7.5,0.8,8.7,53417.0,4221,5140.422,0.8211388092261687,West,Mountain,0.5994620247630092,10.885884326344947,1.3
Montana,Powell,2025,6,0.0944444444444444,2.7,86.8,0.4,4.6,1.5,3.5,66923.0,7053,2326.042,3.0321894445586106,West,Mountain,1.3943095149228868,11.111297983743281,3.1
Montana,Ravalli,2025,19,0.9666666666666668,4.1,88.6,0.3,0.7,0.7,4.8,71283.0,46727,2390.967,19.543138822074916,West,Mountain,3.0225270079215245,11.174413148801122,4.3999999999999995
Montana,Richland,2025,39,1.0,5.5,87.5,0.3,0.2,0.4,5.3,73084.0,11235,2084.556,5.389636929878593,West,Mountain,1.854677448289859,11.199364743531556,5.8
Montana,Roosevelt,2025,9,0.0944444444444444,2.9,32.4,0.1,55.6,1.0,8.0,57063.0,10526,2354.602,4.47039457199136,West,Mountain,1.6993507476516323,10.95191119962095,3.0
Montana,Rosebud,2025,4,0.1,3.7,51.4,0.1,36.8,2.0,4.8,49914.0,8165,5008.135,1.630347424739948,West,Mountain,0.9671159381267264,10.818056803511944,3.8000000000000003
Montana,Sanders,2025,15,1.0,3.5,88.3,0.2,2.5,0.5,4.8,57476.0,13285,2760.4,4.812708303144472,West,Mountain,1.7600466073714653,10.959122748349097,3.7
Montana,Sheridan,2025,13,0.1055555555555555,4.0,88.2,0.0,1.9,0.7,4.9,70147.0,3669,1676.941,2.1879123952482527,West,Mountain,1.159366281017229,11.158348319113642,4.0
Montana,Silver Bow,2025,27,1.0,4.6,89.1,0.1,1.4,0.4,4.2,61754.0,35785,717.99,49.840527026838814,West,Mountain,3.928693812649089,11.030914029720199,4.699999999999999
Montana,Teton,2025,14,0.9611111111111112,2.0,91.5,0.3,1.9,0.0,4.1,70430.0,6353,2271.616,2.796687468304502,West,Mountain,1.334128967697263,11.162374587739457,2.3
Montana,Yellowstone,2025,39,1.0,6.6,83.4,0.4,3.6,0.7,4.7,76570.0,168957,2633.256,64.16277034971154,West,Mountain,4.176888298939813,11.245960634107169,7.0
Nebraska,Cass,2025,20,1.0,4.1,90.5,0.3,0.2,0.3,3.6,91836.0,27161,556.899,48.77185988841783,Midwest,West North Central,3.9074497618410673,11.427759656597921,4.3999999999999995
Nebraska,Douglas,2025,44,1.0,14.5,65.8,10.2,0.2,4.4,4.5,80391.0,590736,326.482,1809.3983741829563,Midwest,West North Central,7.501302196275926,11.294657508602768,24.7
Nebraska,Gage,2025,36,1.0,3.4,92.5,0.5,0.3,0.7,2.5,67247.0,21629,851.468,25.40201158469843,Midwest,West North Central,3.273440203639565,11.116127686803617,3.9
Nebraska,Hall,2025,37,1.0,32.4,60.5,3.3,0.2,1.0,2.3,69251.0,62536,546.53,114.42372788319032,Midwest,West North Central,4.748609947177373,11.145492864378536,35.699999999999996
Nebraska,Knox,2025,39,1.0,2.9,84.5,0.7,8.8,0.4,2.5,64636.0,8363,1108.235,7.546233425221185,Midwest,West North Central,2.145490650822741,11.076526810092139,3.5999999999999996
Nebraska,Lancaster,2025,36,0.5722222222222222,8.5,77.9,3.7,0.3,4.1,5.2,74793.0,326696,837.56,390.0568317493672,Midwest,West North Central,5.968852899165743,11.222479576695717,12.2
Nebraska,Sarpy,2025,33,1.0,11.6,76.3,4.0,0.2,2.8,4.5,103321.0,197389,237.997,829.3760005378218,Midwest,West North Central,6.721878610907542,11.545595925831154,15.6
Nebraska,Scotts Bluff,2025,24,1.0,23.9,70.7,0.6,1.0,0.7,2.5,63614.0,35843,739.621,48.46130653402216,Midwest,West North Central,3.9011906777173255,11.060588850890252,24.5
Nebraska,Thomas,2025,9,0.1055555555555555,5.0,89.2,2.0,0.0,0.0,3.9,65000.0,564,712.554,0.7915189585631405,Midwest,West North Central,0.5830638402149098,11.082142548877775,7.0
Nebraska,Washington,2025,29,1.0,3.3,92.9,0.3,0.2,0.2,3.0,94396.0,21106,389.928,54.12794156869986,Midwest,West North Central,4.009656694133794,11.455253978354481,3.5999999999999996
Nevada,Churchill,2025,43,0.9666666666666668,15.2,70.7,2.1,3.2,2.2,6.2,79163.0,25805,4950.157,5.212965972594405,West,Mountain,1.8266383942589628,11.279264296926641,17.3
Nevada,Clark,2025,64,1.0,31.9,38.3,11.5,0.3,10.5,6.1,76472.0,2329548,7891.661,295.19108841598745,West,Mountain,5.6910048150069805,11.244679939743598,43.4
Nevada,Douglas,2025,22,0.9777777777777776,13.0,77.2,0.3,1.1,2.3,4.5,90754.0,49623,710.537,69.83872761024408,West,Mountain,4.260405851294319,11.415907828290715,13.3
Nevada,Elko,2025,19,0.8444444444444444,26.0,61.1,0.8,3.5,1.4,5.5,86487.0,54047,17173.302,3.147152481217648,West,Mountain,1.422421949630394,11.367749392608104,26.8
Nevada,Lyon,2025,44,1.0,19.5,70.4,1.3,1.3,1.3,5.8,80812.0,61680,2003.053,30.792994493905052,West,Mountain,3.4592459665829534,11.299880748333432,20.8
Nevada,Nye,2025,24,1.0,17.1,68.9,2.9,0.9,1.9,7.8,60714.0,54344,18181.914,2.9889042484746104,West,Mountain,1.383516568743121,11.013929592957815,20.0
Nevada,Washoe,2025,51,1.0,26.1,58.5,2.3,0.7,5.6,5.5,88096.0,497200,6315.874,78.72227976682245,West,Mountain,4.378549092111097,11.386182407942334,28.400000000000002
Nevada,White Pine,2025,47,1.0,16.5,71.5,5.9,3.6,0.3,1.9,72865.0,8735,8886.665,0.9829334176544292,West,Mountain,0.6845772724002916,11.196363692967797,22.4
New Hampshire,Belknap,2025,34,1.0,2.3,92.7,0.5,0.0,1.2,2.8,92783.0,64659,401.847,160.90452336336966,Northeast,New England,5.087006799535851,11.438018712337845,2.8
New Hampshire,Cheshire,2025,38,1.0,2.6,91.4,0.7,0.1,0.9,4.1,83329.0,77297,706.709,109.3759949286057,Northeast,New England,4.7038926729592,11.330551906824226,3.3
New Hampshire,Coos,2025,40,1.0,2.4,91.9,2.0,0.1,0.1,2.9,57677.0,31271,1794.574,17.425305392811886,Northeast,New England,2.9137250128532015,10.962613759510507,4.4
New Hampshire,Grafton,2025,38,1.0,2.9,87.5,1.1,0.1,3.5,4.4,88261.0,92120,1708.599,53.915517918481754,Northeast,New England,4.00579596647111,11.38805361292024,4.0
New Hampshire,Hillsborough,2025,38,1.0,8.5,80.1,2.2,0.1,4.3,4.3,103545.0,426378,876.53,486.4385702714111,Northeast,New England,6.189164272798343,11.547761579805686,10.7
New Hampshire,Merrimack,2025,38,0.6777777777777778,2.7,90.1,1.6,0.1,1.5,3.6,97004.0,155967,932.899,167.1853008739424,Northeast,New England,5.1250663529587115,11.482507493748695,4.300000000000001
New Hampshire,Rockingham,2025,39,1.0,3.7,89.5,0.7,0.1,1.9,3.6,118331.0,319082,695.391,458.8526454900912,Northeast,New England,6.130906102273533,11.681241061285176,4.4
New Jersey,Atlantic,2025,38,1.0,20.4,54.0,12.6,0.3,7.8,4.5,78050.0,276270,555.578,497.2659104572176,Northeast,Middle Atlantic,6.211133891261878,11.265104925943579,33.0
New Jersey,Bergen,2025,40,1.0,22.7,51.3,5.4,0.1,16.8,2.9,124884.0,962316,232.788,4133.872880045363,Northeast,Middle Atlantic,8.327211864553641,11.73514058542586,28.1
New Jersey,Camden,2025,44,1.0,19.2,52.5,17.8,0.0,5.9,3.8,88755.0,527257,221.362,2381.8767448794283,Northeast,Middle Atlantic,7.776063753091934,11.393635043778904,37.0
New Jersey,Cumberland,2025,42,0.9888888888888888,35.7,40.9,16.4,0.4,1.4,3.7,67436.0,153305,483.38,317.1521370350449,Northeast,Middle Atlantic,5.762529686723804,11.118934278935692,52.1
New Jersey,Gloucester,2025,43,0.9666666666666668,8.3,74.3,10.2,0.0,3.1,3.6,105115.0,306954,322.008,953.2496087053738,Northeast,Middle Atlantic,6.86092528157063,11.562810267899225,18.5
New Jersey,Hudson,2025,41,1.0,40.7,27.3,10.7,0.1,16.8,3.3,91795.0,718323,46.194,15550.136381348226,Northeast,Middle Atlantic,9.651888994123608,11.427313108894307,51.400000000000006
New Jersey,Hunterdon,2025,41,0.9888888888888888,9.3,79.9,2.4,0.0,4.9,3.0,141715.0,130160,427.835,304.2294342445102,Northeast,Middle Atlantic,5.721063737238761,11.861573277521575,11.700000000000001
New Jersey,Mercer,2025,43,1.0,23.1,42.7,17.9,0.1,12.3,3.4,100645.0,385864,224.478,1718.93904970643,Northeast,Middle Atlantic,7.45004413296243,11.519354752735133,41.0
New Jersey,Middlesex,2025,36,0.9888888888888888,23.6,37.5,9.7,0.1,25.4,2.9,111549.0,871290,309.247,2817.456596183633,Northeast,Middle Atlantic,7.943944707787526,11.622219235230626,33.3
New Jersey,Monmouth,2025,37,0.8055555555555556,12.9,71.5,5.8,0.0,5.4,3.6,124845.0,645353,468.204,1378.358578739182,Northeast,Middle Atlantic,7.229373872084085,11.734828246848306,18.7
New Jersey,Morris,2025,38,1.0,16.0,65.8,3.0,0.0,10.7,3.7,137326.0,514528,461.025,1116.0522748224066,Northeast,Middle Atlantic,7.018448597278003,11.830112940179575,19.0
New Jersey,Ocean,2025,40,0.9944444444444444,10.9,81.1,2.9,0.0,1.9,2.7,89863.0,654362,628.29,1041.4967610498338,Northeast,Middle Atlantic,6.949373846761496,11.406041567332844,13.8
New Jersey,Passaic,2025,41,1.0,44.3,37.9,9.7,0.1,5.4,2.0,87522.0,521012,186.133,2799.13825060575,Northeast,Middle Atlantic,7.937424070160719,11.379645469314267,54.0
New Jersey,Union,2025,45,1.0,35.2,35.4,19.1,0.1,5.6,3.4,103202.0,579290,102.766,5636.981102699336,Northeast,Middle Atlantic,8.637281319894644,11.544443511686774,54.300000000000004
New Jersey,Warren,2025,38,0.9833333333333332,13.0,74.6,5.6,0.1,3.0,3.5,100869.0,110849,356.541,310.9011305852623,Northeast,Middle Atlantic,5.742686248439706,11.521577924249367,18.6
New Mexico,Bernalillo,2025,59,1.0,49.1,37.1,2.6,4.0,2.8,3.7,69473.0,673930,1161.245,580.3512609311558,West,Mountain,6.365355154083033,11.148693466862769,51.7
New Mexico,Catron,2025,8,0.1055555555555555,15.7,74.4,1.8,3.8,0.3,4.0,49864.0,3743,6924.187,0.5405688783390743,West,Mountain,0.432151749732474,10.817054578488687,17.5
New Mexico,Chaves,2025,16,0.1,58.4,36.1,1.5,0.6,1.1,1.5,52938.0,64217,6067.178,10.584327672601662,West,Mountain,2.4496531218974495,10.876876696450159,59.9
New Mexico,Eddy,2025,51,1.0,51.6,42.9,1.2,0.8,0.6,2.3,78426.0,61105,4176.347,14.631207607988513,West,Mountain,2.749269403636181,11.269910784013607,52.800000000000004
New Mexico,Lea,2025,47,1.0,62.7,31.0,3.1,0.4,0.7,1.8,68015.0,73733,4391.552,16.789736293683873,West,Mountain,2.878621678278607,11.12748354806753,65.8
New Mexico,Lincoln,2025,11,0.1055555555555555,33.0,60.2,0.8,3.2,0.5,2.2,53303.0,20224,4831.115,4.18619718222398,West,Mountain,1.646000708419103,10.883747893748222,33.8
New Mexico,Los Alamos,2025,10,0.1111111111111111,18.0,69.8,0.9,0.6,4.9,5.3,147139.0,19435,109.123,178.1017750611695,West,Mountain,5.187954220023524,11.89913299721469,18.9
New Mexico,Luna,2025,19,1.0,67.1,28.3,1.1,0.4,1.1,1.3,36419.0,25611,2965.177,8.637258416613916,West,Mountain,2.2656366715572536,10.50284589546367,68.19999999999999
New Mexico,Rio Arriba,2025,45,1.0,67.2,14.0,0.6,15.5,0.6,1.5,57155.0,40070,5860.874,6.836864262906864,West,Mountain,2.0588387878884338,10.953522154459879,67.8
New Mexico,San Juan,2025,49,1.0,19.8,36.2,0.6,38.4,0.8,4.0,55872.0,120942,5517.232,21.920774765317105,West,Mountain,3.132043694299536,10.930818639199273,20.400000000000002
New Mexico,Sandoval,2025,47,1.0,40.0,40.9,2.1,11.0,1.3,4.0,86636.0,153604,3710.194,41.4005305382953,West,Mountain,3.7471608748552727,11.369470712557387,42.1
New Mexico,Santa Fe,2025,46,1.0,47.9,44.0,0.8,2.4,1.4,2.9,79071.0,156105,1910.38,81.71410923481191,West,Mountain,4.415390194912096,11.278101462006626,48.699999999999996
New Mexico,Socorro,2025,12,0.1111111111111111,50.3,32.8,0.4,10.6,1.8,3.9,36570.0,16200,6646.387,2.4374144930170334,West,Mountain,1.2347195879246264,10.506983511143426,50.699999999999996
New Mexico,Taos,2025,14,1.0,50.6,40.5,0.3,5.3,0.7,2.3,58950.0,34543,2202.373,15.684445822755729,West,Mountain,2.8144768975525896,10.984444905965518,50.9
New Mexico,Valencia,2025,48,1.0,60.8,30.5,1.0,3.7,0.7,2.6,58933.0,78458,1066.744,73.54904269440466,West,Mountain,4.311457200006967,10.984156484392978,61.8
New York,Albany,2025,39,1.0,7.3,68.0,11.5,0.0,7.5,5.0,85333.0,317018,522.888,606.2827986107924,Northeast,Middle Atlantic,6.4089945781335285,11.35431652853596,18.8
New York,Bronx,2025,47,1.0,55.1,8.7,28.7,0.3,4.0,2.2,48676.0,1404779,42.176,33307.54457511381,Northeast,Middle Atlantic,10.413569236901226,10.79294137445669,83.8
New York,Chautauqua,2025,39,1.0,9.6,83.7,2.1,0.1,0.7,3.4,58351.0,125544,1060.41,118.3919427391292,Northeast,Middle Atlantic,4.782411717434716,10.974231775528432,11.7
New York,Dutchess,2025,37,1.0,15.4,66.1,9.2,0.1,3.4,4.9,99478.0,298220,795.602,374.835659035548,Northeast,Middle Atlantic,5.92915197081077,11.507691793171615,24.6
New York,Erie,2025,44,1.0,6.4,72.3,12.1,0.3,4.9,3.5,72839.0,950622,1042.763,911.637639617056,Northeast,Middle Atlantic,6.8163389120182485,11.19600680502682,18.5
New York,Essex,2025,42,1.0,2.9,91.6,1.9,0.2,0.6,2.3,71661.0,36973,1794.122,20.607851639966512,Northeast,Middle Atlantic,3.073056750489629,11.17970194554807,4.8
New York,Hamilton,2025,36,1.0,2.1,91.5,1.5,0.0,0.3,4.1,68835.0,5089,1717.378,2.9632381455917103,Northeast,Middle Atlantic,1.3770614046540826,11.139467615497043,3.6
New York,Jefferson,2025,36,1.0,7.5,80.2,4.3,0.1,1.9,5.5,66301.0,115040,1267.93,90.73056083537736,Northeast,Middle Atlantic,4.518855593482786,11.101960259016467,11.8
New York,Kings,2025,44,1.0,19.0,36.1,26.6,0.1,12.1,5.0,80263.0,2631580,69.377,37931.59116133589,Northeast,Middle Atlantic,10.543565946647965,11.29306402164216,45.6
New York,Monroe,2025,41,1.0,9.9,67.7,13.5,0.1,3.8,4.5,76382.0,753753,656.944,1147.362636693539,Northeast,Middle Atlantic,7.046092412619703,11.243502345301838,23.4
New York,Nassau,2025,31,0.0055555555555555,18.7,54.3,10.8,0.0,12.2,3.0,146202.0,1389591,284.542,4883.605935151929,Northeast,Middle Atlantic,8.49384389288155,11.892744506094807,29.5
New York,New York,2025,43,1.0,24.4,45.5,12.5,0.1,12.4,4.0,103931.0,1629477,22.658,71916.18854267808,Northeast,Middle Atlantic,11.183270576928104,11.551482496397046,36.9
New York,Niagara,2025,37,1.0,4.0,82.1,6.3,0.5,1.2,5.4,69633.0,210721,522.348,403.4111358711051,Northeast,Middle Atlantic,6.002432023540443,11.150993871885674,10.3
New York,Oneida,2025,28,1.0,7.1,78.7,5.7,0.1,4.3,3.6,70154.0,229124,1212.442,188.97728716095284,Northeast,Middle Atlantic,5.246904523756718,11.158448104574983,12.8
New York,Onondaga,2025,39,1.0,5.9,73.8,10.2,0.3,4.1,5.2,76945.0,471129,778.393,605.2585262200456,Northeast,Middle Atlantic,6.407306506020914,11.250846159897952,16.1
New York,Orange,2025,28,1.0,23.9,57.9,10.5,0.1,2.8,4.0,97178.0,406616,812.078,500.71052288080705,Northeast,Middle Atlantic,6.218023305718736,11.484299627381786,34.4
New York,Oswego,2025,35,1.0,3.3,90.8,0.9,0.1,0.8,3.6,69183.0,117953,951.607,123.95137908821604,Northeast,Middle Atlantic,4.82792469434063,11.144510446685352,4.2
New York,Putnam,2025,35,1.0,20.0,70.9,2.8,0.1,2.3,3.0,126257.0,98107,230.252,426.08533259211646,Northeast,Middle Atlantic,6.056983835398949,11.746074791145114,22.8
New York,Queens,2025,44,1.0,28.1,23.2,16.3,0.3,25.9,3.8,86136.0,2323052,108.724,21366.506015231225,Northeast,Middle Atlantic,9.969626636553237,11.363682721495552,44.400000000000006
New York,Richmond,2025,41,1.0,19.6,55.5,8.8,0.1,12.7,2.7,98333.0,494956,57.523,8604.488639326877,Northeast,Middle Atlantic,9.060155492544952,11.496114956817593,28.400000000000002
New York,Rockland,2025,39,1.0,20.6,59.7,10.2,0.1,5.9,2.4,109959.0,341883,173.685,1968.4083254167024,Northeast,Middle Atlantic,7.585488434192144,11.607862848021751,30.8
New York,Saratoga,2025,36,1.0,3.9,86.8,1.6,0.1,3.0,4.0,100787.0,238284,809.97,294.1886736545798,Northeast,Middle Atlantic,5.687614723611437,11.520764658048316,5.5
New York,Steuben,2025,40,1.0,2.0,91.4,1.6,0.1,1.6,2.9,65887.0,92588,1390.508,66.5857370112218,Northeast,Middle Atlantic,4.2133969698289375,11.095696432441821,3.6
New York,Suffolk,2025,41,1.0,22.8,62.0,6.9,0.1,4.4,3.0,130686.0,1530146,910.922,1679.7771927783058,Northeast,Middle Atlantic,7.427011580173083,11.780552778343283,29.700000000000003
New York,Tompkins,2025,38,1.0,6.6,73.7,3.6,0.1,10.1,4.7,74024.0,104537,474.644,220.2429610402744,Northeast,Middle Atlantic,5.3992614688747125,11.212144643928866,10.2
New York,Wayne,2025,36,1.0,5.3,86.6,2.2,0.1,0.7,4.6,74506.0,90929,603.83,150.58708576917343,Northeast,Middle Atlantic,5.021160283360547,11.21863493803748,7.5
New York,Westchester,2025,41,1.0,27.4,49.2,12.7,0.1,6.2,3.3,118976.0,999677,430.817,2320.421431837648,Northeast,Middle Atlantic,7.749934963181751,11.686677071081116,40.099999999999994
North Carolina,Alexander,2025,39,1.0,5.6,85.5,5.0,0.1,1.0,2.8,65354.0,36412,259.985,140.0542338981095,South,South Atlantic,4.949144453999343,11.087573926054468,10.6
North Carolina,Avery,2025,38,1.0,6.1,85.7,3.8,0.1,0.4,3.3,61428.0,17680,247.338,71.4811310837801,South,South Atlantic,4.283326267073502,11.025621036245584,9.899999999999999
North Carolina,Buncombe,2025,42,1.0,8.6,80.8,4.8,0.1,1.1,4.3,74436.0,274360,656.49,417.9195418056634,South,South Atlantic,6.037678877152946,11.217694974761118,13.399999999999999
North Carolina,Caldwell,2025,37,1.0,6.7,85.3,4.1,0.1,0.5,3.2,56425.0,80536,471.888,170.66761604448513,South,South Atlantic,5.145560142336558,10.940667601685737,10.8
North Carolina,Carteret,2025,37,1.0,4.9,85.3,4.1,0.2,1.0,4.1,72322.0,69148,507.604,136.22430083293276,South,South Atlantic,4.921616819381492,11.188883649550926,9.0
North Carolina,Caswell,2025,39,1.0,5.1,59.9,30.5,0.0,0.4,4.0,59755.0,22404,425.483,52.65545274429296,South,South Atlantic,3.9825830994069134,10.99800814830098,35.6
North Carolina,Catawba,2025,43,1.0,11.5,71.9,7.7,0.1,4.3,4.3,67864.0,163573,401.374,407.53262543164226,South,South Atlantic,6.012571777528634,11.125260981487571,19.2
North Carolina,Cumberland,2025,44,1.0,12.7,39.8,36.7,0.9,2.6,5.9,61291.0,338545,652.566,518.7904365228958,South,South Atlantic,6.253425723659714,11.023388292222021,49.400000000000006
North Carolina,Davidson,2025,50,1.0,8.9,76.0,9.1,0.1,1.5,3.8,64172.0,172954,553.178,312.6552393623752,South,South Atlantic,5.748294418890322,11.069322257470967,18.0
North Carolina,Durham,2025,43,1.0,15.8,41.7,31.8,0.2,5.4,4.5,82316.0,332353,287.547,1155.8214830966765,South,South Atlantic,7.0534314223737224,11.31832077846244,47.6
North Carolina,Edgecombe,2025,40,1.0,6.2,34.9,55.5,0.3,0.2,2.5,51265.0,48736,505.436,96.42368173220744,South,South Atlantic,4.579069320029377,10.84476353710419,61.7
North Carolina,Forsyth,2025,46,1.0,15.1,53.5,24.6,0.1,2.3,3.8,67165.0,389977,407.858,956.1587611374548,South,South Atlantic,6.863969272299457,11.114907557497114,39.7
North Carolina,Graham,2025,43,1.0,3.0,84.9,0.4,9.6,0.7,1.1,49684.0,8072,291.968,27.646865409907935,South,South Atlantic,3.355044027398725,10.813438228664085,3.4
North Carolina,Granville,2025,40,0.9833333333333332,11.1,55.4,28.8,0.2,0.4,3.3,71111.0,60877,531.991,114.43238701406604,South,South Atlantic,4.748684964734379,11.171997315498414,39.9
North Carolina,Guilford,2025,43,1.0,10.1,46.0,33.5,0.1,5.4,4.3,68642.0,547940,645.98,848.2305953744698,South,South Atlantic,6.744330757647437,11.136659871266492,43.6
North Carolina,Haywood,2025,44,1.0,5.0,90.4,0.9,0.4,0.4,2.7,61912.0,62662,553.56,113.19820796300311,South,South Atlantic,4.737935605005996,11.033469300950294,5.9
North Carolina,Hyde,2025,20,0.0944444444444444,10.1,57.7,24.2,1.5,0.0,6.5,53713.0,4592,612.342,7.499077313004824,South,South Atlantic,2.139957606192943,10.89141033686003,34.3
North Carolina,Johnston,2025,42,1.0,16.8,61.4,16.7,0.2,0.8,3.5,83384.0,234263,792.019,295.7795204407975,South,South Atlantic,5.692989507702281,11.331211723419159,33.5
North Carolina,Lenoir,2025,37,1.0,8.8,47.3,39.2,0.1,0.7,3.6,45143.0,54919,399.087,137.6115984735158,South,South Atlantic,4.93167576632467,10.71759050806569,48.0
North Carolina,Lincoln,2025,41,1.0,8.1,82.0,5.9,0.1,0.8,2.9,80016.0,92716,295.847,313.39171936845736,South,South Atlantic,5.750639722321617,11.289981893658686,14.0
North Carolina,Macon,2025,34,1.0,10.0,85.2,1.4,0.2,0.6,2.4,59061.0,37941,515.565,73.59110878356753,South,South Atlantic,4.312021314899725,10.986326087088196,11.4
North Carolina,Martin,2025,28,1.0,4.4,51.2,40.1,0.1,0.6,3.4,48578.0,21644,456.412,47.42206602806237,South,South Atlantic,3.879955619498059,10.790926032503254,44.5
North Carolina,Mecklenburg,2025,51,1.0,16.0,43.2,29.7,0.1,6.3,4.1,87005.0,1154681,523.608,2205.239415746131,South,South Atlantic,7.699044723274578,11.373720867249679,45.7
North Carolina,Mitchell,2025,35,1.0,5.6,91.0,0.9,0.3,0.5,1.6,57602.0,14992,221.251,67.76014571685552,South,South Atlantic,4.230624299722053,10.961312568303402,6.5
North Carolina,Montgomery,2025,41,1.0,15.8,62.7,16.0,0.5,1.5,3.2,57766.0,26007,491.537,52.90954699239325,South,South Atlantic,3.987307586393459,10.964155646288093,31.8
North Carolina,New Hanover,2025,41,1.0,7.9,74.7,10.7,0.1,1.4,4.6,75166.0,235229,192.255,1223.5260461366415,South,South Atlantic,7.1103091470003355,11.227454280037827,18.6
North Carolina,Northampton,2025,37,1.0,2.4,39.0,54.4,0.2,0.0,3.5,50086.0,16931,536.71,31.54590002049524,South,South Atlantic,3.482651401289233,10.821496806904248,56.8
