GEO_ID,County_Area,Total_Population
0500000US36073,"Orleans County, New York",39608
0500000US36075,"Oswego County, New York",117953
0500000US36077,"Otsego County, New York",60108
0500000US36079,"Putnam County, New York",98107
0500000US36081,"Queens County, New York",2323052
0500000US36083,"Rensselaer County, New York",160332
0500000US36085,"Richmond County, New York",494956
0500000US36087,"Rockland County, New York",341883
0500000US36089,"St. Lawrence County, New York",107226
0500000US36091,"Saratoga County, New York",238284
0500000US36093,"Schenectady County, New York",160369
0500000US36095,"Schoharie County, New York",30049
0500000US36097,"Schuyler County, New York",17562
0500000US36099,"Seneca County, New York",32920
0500000US36101,"Steuben County, New York",92588
0500000US36103,"Suffolk County, New York",1530146
0500000US36105,"Sullivan County, New York",79721
0500000US36107,"Tioga County, New York",47864
0500000US36109,"Tompkins County, New York",104537
0500000US36111,"Ulster County, New York",182601
0500000US36113,"Warren County, New York",65517
0500000US36115,"Washington County, New York",60522
0500000US36117,"Wayne County, New York",90929
0500000US36119,"Westchester County, New York",999677
0500000US36121,"Wyoming County, New York",39753
0500000US36123,"Yates County, New York",24526
0500000US37001,"Alamance County, North Carolina",176893
0500000US37003,"Alexander County, North Carolina",36412
0500000US37005,"Alleghany County, North Carolina",11174
0500000US37007,"Anson County, North Carolina",22289
0500000US37009,"Ashe County, North Carolina",26950
0500000US37011,"Avery County, North Carolina",17680
0500000US37013,"Beaufort County, North Carolina",44499
0500000US37015,"Bertie County, North Carolina",17170
0500000US37017,"Bladen County, North Carolina",29566
0500000US37019,"Brunswick County, North Carolina",152568
0500000US37021,"Buncombe County, North Carolina",274360
0500000US37023,"Burke County, North Carolina",87795
0500000US37025,"Cabarrus County, North Carolina",236133
0500000US37027,"Caldwell County, North Carolina",80536
0500000US37029,"Camden County, North Carolina",10927
0500000US37031,"Carteret County, North Carolina",69148
0500000US37033,"Caswell County, North Carolina",22404
0500000US37035,"Catawba County, North Carolina",163573
0500000US37037,"Chatham County, North Carolina",80151
0500000US37039,"Cherokee County, North Carolina",29562
0500000US37041,"Chowan County, North Carolina",13836
0500000US37043,"Clay County, North Carolina",11610
0500000US37045,"Cleveland County, North Carolina",100991
0500000US37047,"Columbus County, North Carolina",50140
0500000US37049,"Craven County, North Carolina",102612
0500000US37051,"Cumberland County, North Carolina",338545
0500000US37053,"Currituck County, North Carolina",30601
0500000US37055,"Dare County, North Carolina",37875
0500000US37057,"Davidson County, North Carolina",172954
0500000US37059,"Davie County, North Carolina",44122
0500000US37061,"Duplin County, North Carolina",49335
0500000US37063,"Durham County, North Carolina",332353
0500000US37065,"Edgecombe County, North Carolina",48736
0500000US37067,"Forsyth County, North Carolina",389977
0500000US37069,"Franklin County, North Carolina",74386
0500000US37071,"Gaston County, North Carolina",234881
0500000US37073,"Gates County, North Carolina",10376
0500000US37075,"Graham County, North Carolina",8072
0500000US37077,"Granville County, North Carolina",60877
0500000US37079,"Greene County, North Carolina",20486
0500000US37081,"Guilford County, North Carolina",547940
0500000US37083,"Halifax County, North Carolina",47675
0500000US37085,"Harnett County, North Carolina",139150
0500000US37087,"Haywood County, North Carolina",62662
0500000US37089,"Henderson County, North Carolina",118484
0500000US37091,"Hertford County, North Carolina",19908
0500000US37093,"Hoke County, North Carolina",53835
0500000US37095,"Hyde County, North Carolina",4592
0500000US37097,"Iredell County, North Carolina",196544
0500000US37099,"Jackson County, North Carolina",43771
0500000US37101,"Johnston County, North Carolina",234263
0500000US37103,"Jones County, North Carolina",9302
0500000US37105,"Lee County, North Carolina",65816
0500000US37107,"Lenoir County, North Carolina",54919
0500000US37109,"Lincoln County, North Carolina",92716
0500000US37111,"McDowell County, North Carolina",44817
0500000US37113,"Macon County, North Carolina",37941
0500000US37115,"Madison County, North Carolina",21867
0500000US37117,"Martin County, North Carolina",21644
0500000US37119,"Mecklenburg County, North Carolina",1154681
0500000US37121,"Mitchell County, North Carolina",14992
0500000US37123,"Montgomery County, North Carolina",26007
0500000US37125,"Moore County, North Carolina",104876
0500000US37127,"Nash County, North Carolina",96216
0500000US37129,"New Hanover County, North Carolina",235229
0500000US37131,"Northampton County, North Carolina",16931
0500000US37133,"Onslow County, North Carolina",207906
0500000US37135,"Orange County, North Carolina",149678
0500000US37137,"Pamlico County, North Carolina",12390
0500000US37139,"Pasquotank County, North Carolina",40834
0500000US37141,"Pender County, North Carolina",65550
0500000US37143,"Perquimans County, North Carolina",13244
0500000US37145,"Person County, North Carolina",39542
0500000US37147,"Pitt County, North Carolina",177193
0500000US37149,"Polk County, North Carolina",19891
0500000US37151,"Randolph County, North Carolina",146348
0500000US37153,"Richmond County, North Carolina",42344
0500000US37155,"Robeson County, North Carolina",116902
0500000US37157,"Rockingham County, North Carolina",92131
0500000US37159,"Rowan County, North Carolina",149875
0500000US37161,"Rutherford County, North Carolina",64930
0500000US37163,"Sampson County, North Carolina",59470
0500000US37165,"Scotland County, North Carolina",33590
0500000US37167,"Stanly County, North Carolina",64651
0500000US37169,"Stokes County, North Carolina",45139
0500000US37171,"Surry County, North Carolina",71425
0500000US37173,"Swain County, North Carolina",14013
0500000US37175,"Transylvania County, North Carolina",33691
0500000US37177,"Tyrrell County, North Carolina",3423
0500000US37179,"Union County, North Carolina",250958
0500000US37181,"Vance County, North Carolina",42322
0500000US37183,"Wake County, North Carolina",1178653
0500000US37185,"Warren County, North Carolina",18795
0500000US37187,"Washington County, North Carolina",10812
0500000US37189,"Watauga County, North Carolina",55123
0500000US37191,"Wayne County, North Carolina",118652
0500000US37193,"Wilkes County, North Carolina",65935
0500000US37195,"Wilson County, North Carolina",79290
0500000US37197,"Yadkin County, North Carolina",37574
0500000US37199,"Yancey County, North Carolina",18797
0500000US38001,"Adams County, North Dakota",2145
0500000US38003,"Barnes County, North Dakota",10773
0500000US38005,"Benson County, North Dakota",5808
0500000US38007,"Billings County, North Dakota",1024
0500000US38009,"Bottineau County, North Dakota",6378
0500000US38011,"Bowman County, North Dakota",2906
0500000US38013,"Burke County, North Dakota",2156
0500000US38015,"Burleigh County, North Dakota",100600
0500000US38017,"Cass County, North Dakota",193400
0500000US38019,"Cavalier County, North Dakota",3633
0500000US38021,"Dickey County, North Dakota",4935
0500000US38023,"Divide County, North Dakota",2167
0500000US38025,"Dunn County, North Dakota",4040
0500000US38027,"Eddy County, North Dakota",2307
0500000US38029,"Emmons County, North Dakota",3254
0500000US38031,"Foster County, North Dakota",3358
0500000US38033,"Golden Valley County, North Dakota",1653
0500000US38035,"Grand Forks County, North Dakota",72923
0500000US38037,"Grant County, North Dakota",2269
0500000US38039,"Griggs County, North Dakota",2245
0500000US38041,"Hettinger County, North Dakota",2432
0500000US38043,"Kidder County, North Dakota",2377
0500000US38045,"LaMoure County, North Dakota",4118
0500000US38047,"Logan County, North Dakota",1819
0500000US38049,"McHenry County, North Dakota",5207
0500000US38051,"McIntosh County, North Dakota",2497
0500000US38053,"McKenzie County, North Dakota",14321
0500000US38055,"McLean County, North Dakota",9823
0500000US38057,"Mercer County, North Dakota",8337
0500000US38059,"Morton County, North Dakota",33777
0500000US38061,"Mountrail County, North Dakota",9507
0500000US38063,"Nelson County, North Dakota",3016
0500000US38065,"Oliver County, North Dakota",1839
0500000US38067,"Pembina County, North Dakota",6727
0500000US38069,"Pierce County, North Dakota",3928
0500000US38071,"Ramsey County, North Dakota",11556
0500000US38073,"Ransom County, North Dakota",5643
0500000US38075,"Renville County, North Dakota",2304
0500000US38077,"Richland County, North Dakota",16584
0500000US38079,"Rolette County, North Dakota",11924
0500000US38081,"Sargent County, North Dakota",3804
0500000US38083,"Sheridan County, North Dakota",1303
0500000US38085,"Sioux County, North Dakota",3740
0500000US38087,"Slope County, North Dakota",766
0500000US38089,"Stark County, North Dakota",33302
0500000US38091,"Steele County, North Dakota",1804
0500000US38093,"Stutsman County, North Dakota",21549
0500000US38095,"Towner County, North Dakota",2079
0500000US38097,"Traill County, North Dakota",7970
0500000US38099,"Walsh County, North Dakota",10396
0500000US38101,"Ward County, North Dakota",68973
0500000US38103,"Wells County, North Dakota",3890
0500000US38105,"Williams County, North Dakota",39555
0500000US39001,"Adams County, Ohio",27540
0500000US39003,"Allen County, Ohio",101348
0500000US39005,"Ashland County, Ohio",52256
0500000US39007,"Ashtabula County, Ohio",97167
0500000US39009,"Athens County, Ohio",61737
0500000US39011,"Auglaize County, Ohio",46125
0500000US39013,"Belmont County, Ohio",65473
0500000US39015,"Brown County, Ohio",43845
0500000US39017,"Butler County, Ohio",392876
0500000US39019,"Carroll County, Ohio",26659
0500000US39021,"Champaign County, Ohio",38804
0500000US39023,"Clark County, Ohio",135158
0500000US39025,"Clermont County, Ohio",211181
0500000US39027,"Clinton County, Ohio",42012
0500000US39029,"Columbiana County, Ohio",100704
0500000US39031,"Coshocton County, Ohio",36744
0500000US39033,"Crawford County, Ohio",41711
0500000US39035,"Cuyahoga County, Ohio",1245873
0500000US39037,"Darke County, Ohio",51594
0500000US39039,"Defiance County, Ohio",38343
0500000US39041,"Delaware County, Ohio",226834
0500000US39043,"Erie County, Ohio",74581
0500000US39045,"Fairfield County, Ohio",163453
0500000US39047,"Fayette County, Ohio",28876
0500000US39049,"Franklin County, Ohio",1333048
0500000US39051,"Fulton County, Ohio",42240
0500000US39053,"Gallia County, Ohio",29068
0500000US39055,"Geauga County, Ohio",95481
0500000US39057,"Greene County, Ohio",169688
0500000US39059,"Guernsey County, Ohio",38223
0500000US39061,"Hamilton County, Ohio",830774
0500000US39063,"Hancock County, Ohio",74866
0500000US39065,"Hardin County, Ohio",30475
0500000US39067,"Harrison County, Ohio",14306
0500000US39069,"Henry County, Ohio",27567
0500000US39071,"Highland County, Ohio",43517
0500000US39073,"Hocking County, Ohio",27799
0500000US39075,"Holmes County, Ohio",44418
0500000US39077,"Huron County, Ohio",58319
0500000US39079,"Jackson County, Ohio",32650
0500000US39081,"Jefferson County, Ohio",64518
0500000US39083,"Knox County, Ohio",63142
0500000US39085,"Lake County, Ohio",232216
0500000US39087,"Lawrence County, Ohio",56819
0500000US39089,"Licking County, Ohio",181837
0500000US39091,"Logan County, Ohio",46089
0500000US39093,"Lorain County, Ohio",317129
0500000US39095,"Lucas County, Ohio",428018
0500000US39097,"Madison County, Ohio",44423
0500000US39099,"Mahoning County, Ohio",226491
0500000US39101,"Marion County, Ohio",65020
0500000US39103,"Medina County, Ohio",183660
0500000US39105,"Meigs County, Ohio",21896
0500000US39107,"Mercer County, Ohio",42484
0500000US39109,"Miami County, Ohio",110296
0500000US39111,"Monroe County, Ohio",13227
0500000US39113,"Montgomery County, Ohio",536096
0500000US39115,"Morgan County, Ohio",13651
0500000US39117,"Morrow County, Ohio",35404
0500000US39119,"Muskingum County, Ohio",86411
0500000US39121,"Noble County, Ohio",14282
0500000US39123,"Ottawa County, Ohio",39994
0500000US39125,"Paulding County, Ohio",18791
0500000US39127,"Perry County, Ohio",35535
0500000US39129,"Pickaway County, Ohio",60131
0500000US39131,"Pike County, Ohio",27044
0500000US39133,"Portage County, Ohio",161956
0500000US39135,"Preble County, Ohio",40765
0500000US39137,"Putnam County, Ohio",34314
0500000US39139,"Richland County, Ohio",125099
0500000US39141,"Ross County, Ohio",76492
0500000US39143,"Sandusky County, Ohio",58778
0500000US39145,"Scioto County, Ohio",72627
0500000US39147,"Seneca County, Ohio",54770
0500000US39149,"Shelby County, Ohio",47929
0500000US39151,"Stark County, Ohio",373713
0500000US39153,"Summit County, Ohio",537864
0500000US39155,"Trumbull County, Ohio",200929
0500000US39157,"Tuscarawas County, Ohio",92385
0500000US39159,"Union County, Ohio",67324
0500000US39161,"Van Wert County, Ohio",28826
0500000US39163,"Vinton County, Ohio",12630
0500000US39165,"Warren County, Ohio",250008
0500000US39167,"Washington County, Ohio",58978
0500000US39169,"Wayne County, Ohio",116588
0500000US39171,"Williams County, Ohio",36719
0500000US39173,"Wood County, Ohio",132064
0500000US39175,"Wyandot County, Ohio",21598
0500000US40001,"Adair County, Oklahoma",19575
0500000US40003,"Alfalfa County, Oklahoma",5696
0500000US40005,"Atoka County, Oklahoma",14379
0500000US40007,"Beaver County, Oklahoma",5028
0500000US40009,"Beckham County, Oklahoma",22148
0500000US40011,"Blaine County, Oklahoma",8570
0500000US40013,"Bryan County, Oklahoma",48253
0500000US40015,"Caddo County, Oklahoma",26447
0500000US40017,"Canadian County, Oklahoma",168985
0500000US40019,"Carter County, Oklahoma",48555
0500000US40021,"Cherokee County, Oklahoma",47942
0500000US40023,"Choctaw County, Oklahoma",14297
0500000US40025,"Cimarron County, Oklahoma",2218
0500000US40027,"Cleveland County, Oklahoma",300047
0500000US40029,"Coal County, Oklahoma",5320
0500000US40031,"Comanche County, Oklahoma",121825
0500000US40033,"Cotton County, Oklahoma",5485
0500000US40035,"Craig County, Oklahoma",14302
0500000US40037,"Creek County, Oklahoma",72830
0500000US40039,"Custer County, Oklahoma",28259
0500000US40041,"Delaware County, Oklahoma",41279
0500000US40043,"Dewey County, Oklahoma",4360
0500000US40045,"Ellis County, Oklahoma",3683
0500000US40047,"Garfield County, Oklahoma",62146
0500000US40049,"Garvin County, Oklahoma",25860
0500000US40051,"Grady County, Oklahoma",56606
0500000US40053,"Grant County, Oklahoma",4131
0500000US40055,"Greer County, Oklahoma",5489
0500000US40057,"Harmon County, Oklahoma",2406
0500000US40059,"Harper County, Oklahoma",3203
0500000US40061,"Haskell County, Oklahoma",11683
0500000US40063,"Hughes County, Oklahoma",13389
0500000US40065,"Jackson County, Oklahoma",24678
0500000US40067,"Jefferson County, Oklahoma",5380
0500000US40069,"Johnston County, Oklahoma",10278
0500000US40071,"Kay County, Oklahoma",43625
0500000US40073,"Kingfisher County, Oklahoma",15430
0500000US40075,"Kiowa County, Oklahoma",8383
0500000US40077,"Latimer County, Oklahoma",9518
0500000US40079,"Le Flore County, Oklahoma",49053
0500000US40081,"Lincoln County, Oklahoma",34219
0500000US40083,"Logan County, Oklahoma",51938
0500000US40085,"Love County, Oklahoma",10261
0500000US40087,"McClain County, Oklahoma",45273
0500000US40089,"McCurtain County, Oklahoma",30863
0500000US40091,"McIntosh County, Oklahoma",19400
0500000US40093,"Major County, Oklahoma",7628
0500000US40095,"Marshall County, Oklahoma",15792
0500000US40097,"Mayes County, Oklahoma",39604
0500000US40099,"Murray County, Oklahoma",13753
0500000US40101,"Muskogee County, Oklahoma",66444
0500000US40103,"Noble County, Oklahoma",10897
0500000US40105,"Nowata County, Oklahoma",9435
0500000US40107,"Okfuskee County, Oklahoma",11278
0500000US40109,"Oklahoma County, Oklahoma",806199
0500000US40111,"Okmulgee County, Oklahoma",36899
0500000US40113,"Osage County, Oklahoma",45997
0500000US40115,"Ottawa County, Oklahoma",30341
0500000US40117,"Pawnee County, Oklahoma",15795
0500000US40119,"Payne County, Oklahoma",82972
0500000US40121,"Pittsburg County, Oklahoma",43561
0500000US40123,"Pontotoc County, Oklahoma",38235
0500000US40125,"Pottawatomie County, Oklahoma",73463
0500000US40127,"Pushmataha County, Oklahoma",10790
0500000US40129,"Roger Mills County, Oklahoma",3359
0500000US40131,"Rogers County, Oklahoma",98610
0500000US40133,"Seminole County, Oklahoma",23494
0500000US40135,"Sequoyah County, Oklahoma",39860
0500000US40137,"Stephens County, Oklahoma",43551
0500000US40139,"Texas County, Oklahoma",20774
0500000US40141,"Tillman County, Oklahoma",6910
0500000US40143,"Tulsa County, Oklahoma",680794
0500000US40145,"Wagoner County, Oklahoma",86609
0500000US40147,"Washington County, Oklahoma",53326
0500000US40149,"Washita County, Oklahoma",10815
0500000US40151,"Woods County, Oklahoma",8596
0500000US40153,"Woodward County, Oklahoma",20158
0500000US41001,"Baker County, Oregon",16840
0500000US41003,"Benton County, Oregon",96303
0500000US41005,"Clackamas County, Oregon",423975
0500000US41007,"Clatsop County, Oregon",41363
0500000US41009,"Columbia County, Oregon",53493
0500000US41011,"Coos County, Oregon",64827
0500000US41013,"Crook County, Oregon",26277
0500000US41015,"Curry County, Oregon",23381
0500000US41017,"Deschutes County, Oregon",206334
0500000US41019,"Douglas County, Oregon",112072
0500000US41021,"Gilliam County, Oregon",1971
0500000US41023,"Grant County, Oregon",7209
0500000US41025,"Harney County, Oregon",7499
0500000US41027,"Hood River County, Oregon",23905
0500000US41029,"Jackson County, Oregon",222645
0500000US41031,"Jefferson County, Oregon",25203
0500000US41033,"Josephine County, Oregon",88179
0500000US41035,"Klamath County, Oregon",70247
0500000US41037,"Lake County, Oregon",8267
0500000US41039,"Lane County, Oregon",384207
0500000US41041,"Lincoln County, Oregon",50964
0500000US41043,"Linn County, Oregon",130706
0500000US41045,"Malheur County, Oregon",31954
0500000US41047,"Marion County, Oregon",349244
0500000US41049,"Morrow County, Oregon",12300
0500000US41051,"Multnomah County, Oregon",801477
0500000US41053,"Polk County, Oregon",89662
0500000US41055,"Sherman County, Oregon",1938
0500000US41057,"Tillamook County, Oregon",27496
0500000US41059,"Umatilla County, Oregon",79940
0500000US41061,"Union County, Oregon",26144
0500000US41063,"Wallowa County, Oregon",7553
0500000US41065,"Wasco County, Oregon",26552
0500000US41067,"Washington County, Oregon",603947
0500000US41069,"Wheeler County, Oregon",1485
0500000US41071,"Yamhill County, Oregon",108734
0500000US42001,"Adams County, Pennsylvania",106115
0500000US42003,"Allegheny County, Pennsylvania",1238177
0500000US42005,"Armstrong County, Pennsylvania",64622
0500000US42007,"Beaver County, Pennsylvania",166324
0500000US42009,"Bedford County, Pennsylvania",47513
0500000US42011,"Berks County, Pennsylvania",433015
0500000US42013,"Blair County, Pennsylvania",121277
0500000US42015,"Bradford County, Pennsylvania",59858
0500000US42017,"Bucks County, Pennsylvania",647461
0500000US42019,"Butler County, Pennsylvania",197254
0500000US42021,"Cambria County, Pennsylvania",131538
0500000US42023,"Cameron County, Pennsylvania",4427
0500000US42025,"Carbon County, Pennsylvania",65382
0500000US42027,"Centre County, Pennsylvania",158576
0500000US42029,"Chester County, Pennsylvania",547840
0500000US42031,"Clarion County, Pennsylvania",37179
0500000US42033,"Clearfield County, Pennsylvania",78635
0500000US42035,"Clinton County, Pennsylvania",37798
0500000US42037,"Columbia County, Pennsylvania",65362
0500000US42039,"Crawford County, Pennsylvania",82716
0500000US42041,"Cumberland County, Pennsylvania",268323
0500000US42043,"Dauphin County, Pennsylvania",289593
0500000US42045,"Delaware County, Pennsylvania",579222
0500000US42047,"Elk County, Pennsylvania",30506
0500000US42049,"Erie County, Pennsylvania",269052
0500000US42051,"Fayette County, Pennsylvania",125997
0500000US42053,"Forest County, Pennsylvania",6715
0500000US42055,"Franklin County, Pennsylvania",157379
0500000US42057,"Fulton County, Pennsylvania",14531
0500000US42059,"Greene County, Pennsylvania",34835
0500000US42061,"Huntingdon County, Pennsylvania",43653
0500000US42063,"Indiana County, Pennsylvania",83042
0500000US42065,"Jefferson County, Pennsylvania",43864
0500000US42067,"Juniata County, Pennsylvania",23379
0500000US42069,"Lackawanna County, Pennsylvania",216146
0500000US42071,"Lancaster County, Pennsylvania",557931
0500000US42073,"Lawrence County, Pennsylvania",85024
0500000US42075,"Lebanon County, Pennsylvania",144186
0500000US42077,"Lehigh County, Pennsylvania",378792
0500000US42079,"Luzerne County, Pennsylvania",327675
0500000US42081,"Lycoming County, Pennsylvania",113489
0500000US42083,"McKean County, Pennsylvania",39904
0500000US42085,"Mercer County, Pennsylvania",109257
0500000US42087,"Mifflin County, Pennsylvania",46041
0500000US42089,"Monroe County, Pennsylvania",167515
0500000US42091,"Montgomery County, Pennsylvania",867573
0500000US42093,"Montour County, Pennsylvania",18103
0500000US42095,"Northampton County, Pennsylvania",318580
0500000US42097,"Northumberland County, Pennsylvania",90560
0500000US42099,"Perry County, Pennsylvania",46239
0500000US42101,"Philadelphia County, Pennsylvania",1579706
0500000US42103,"Pike County, Pennsylvania",60621
0500000US42105,"Potter County, Pennsylvania",16188
0500000US42107,"Schuylkill County, Pennsylvania",143558
0500000US42109,"Snyder County, Pennsylvania",39668
0500000US42111,"Somerset County, Pennsylvania",72799
0500000US42113,"Sullivan County, Pennsylvania",5888
0500000US42115,"Susquehanna County, Pennsylvania",38219
0500000US42117,"Tioga County, Pennsylvania",40945
0500000US42119,"Union County, Pennsylvania",42456
0500000US42121,"Venango County, Pennsylvania",49801
0500000US42123,"Warren County, Pennsylvania",37920
0500000US42125,"Washington County, Pennsylvania",210042
0500000US42127,"Wayne County, Pennsylvania",51262
0500000US42129,"Westmoreland County, Pennsylvania",352500
0500000US42131,"Wyoming County, Pennsylvania",25967
0500000US42133,"York County, Pennsylvania",462924
0500000US44001,"Bristol County, Rhode Island",50490
0500000US44003,"Kent County, Rhode Island",171456
0500000US44005,"Newport County, Rhode Island",84657
0500000US44007,"Providence County, Rhode Island",664854
0500000US44009,"Washington County, Rhode Island",130344
0500000US45001,"Abbeville County, South Carolina",24420
0500000US45003,"Aiken County, South Carolina",174160
0500000US45005,"Allendale County, South Carolina",7661
0500000US45007,"Anderson County, South Carolina",210478
0500000US45009,"Bamberg County, South Carolina",13042
0500000US45011,"Barnwell County, South Carolina",20521
0500000US45013,"Beaufort County, South Carolina",195289
0500000US45015,"Berkeley County, South Carolina",246802
0500000US45017,"Calhoun County, South Carolina",14182
0500000US45019,"Charleston County, South Carolina",420264
0500000US45021,"Cherokee County, South Carolina",56647
0500000US45023,"Chester County, South Carolina",32182
0500000US45025,"Chesterfield County, South Carolina",43784
0500000US45027,"Clarendon County, South Carolina",30986
0500000US45029,"Colleton County, South Carolina",38783
0500000US45031,"Darlington County, South Carolina",62558
0500000US45033,"Dillon County, South Carolina",27862
0500000US45035,"Dorchester County, South Carolina",167201
0500000US45037,"Edgefield County, South Carolina",27476
0500000US45039,"Fairfield County, South Carolina",20550
0500000US45041,"Florence County, South Carolina",137117
0500000US45043,"Georgetown County, South Carolina",64811
0500000US45045,"Greenville County, South Carolina",548166
0500000US45047,"Greenwood County, South Carolina",69489
0500000US45049,"Hampton County, South Carolina",18254
0500000US45051,"Horry County, South Carolina",383016
0500000US45053,"Jasper County, South Carolina",32166
0500000US45055,"Kershaw County, South Carolina",68314
0500000US45057,"Lancaster County, South Carolina",104475
0500000US45059,"Laurens County, South Carolina",68666
0500000US45061,"Lee County, South Carolina",16166
0500000US45063,"Lexington County, South Carolina",304887
0500000US45065,"McCormick County, South Carolina",9760
0500000US45067,"Marion County, South Carolina",28664
0500000US45069,"Marlboro County, South Carolina",25975
0500000US45071,"Newberry County, South Carolina",38435
0500000US45073,"Oconee County, South Carolina",80469
0500000US45075,"Orangeburg County, South Carolina",83253
0500000US45077,"Pickens County, South Carolina",134629
0500000US45079,"Richland County, South Carolina",422117
0500000US45081,"Saluda County, South Carolina",19131
0500000US45083,"Spartanburg County, South Carolina",347852
0500000US45085,"Sumter County, South Carolina",104725
0500000US45087,"Union County, South Carolina",26885
0500000US45089,"Williamsburg County, South Carolina",30282
0500000US45091,"York County, South Carolina",293673
0500000US46003,"Aurora County, South Dakota",2642
0500000US46005,"Beadle County, South Dakota",19309
0500000US46007,"Bennett County, South Dakota",3345
0500000US46009,"Bon Homme County, South Dakota",7044
0500000US46011,"Brookings County, South Dakota",35353
0500000US46013,"Brown County, South Dakota",37877
0500000US46015,"Brule County, South Dakota",5283
0500000US46017,"Buffalo County, South Dakota",1808
0500000US46019,"Butte County, South Dakota",10676
0500000US46021,"Campbell County, South Dakota",1593
0500000US46023,"Charles Mix County, South Dakota",9281
0500000US46025,"Clark County, South Dakota",3917
0500000US46027,"Clay County, South Dakota",15219
0500000US46029,"Codington County, South Dakota",28767
0500000US46031,"Corson County, South Dakota",3806
0500000US46033,"Custer County, South Dakota",8892
0500000US46035,"Davison County, South Dakota",19952
0500000US46037,"Day County, South Dakota",5437
0500000US46039,"Deuel County, South Dakota",4328
0500000US46041,"Dewey County, South Dakota",5205
0500000US46043,"Douglas County, South Dakota",2828
0500000US46045,"Edmunds County, South Dakota",4048
0500000US46047,"Fall River County, South Dakota",7258
0500000US46049,"Faulk County, South Dakota",2126
0500000US46051,"Grant County, South Dakota",7563
0500000US46053,"Gregory County, South Dakota",4016
0500000US46055,"Haakon County, South Dakota",1722
0500000US46057,"Hamlin County, South Dakota",6373
0500000US46059,"Hand County, South Dakota",3140
0500000US46061,"Hanson County, South Dakota",3472
0500000US46063,"Harding County, South Dakota",1148
0500000US46065,"Hughes County, South Dakota",17664
0500000US46067,"Hutchinson County, South Dakota",7404
0500000US46069,"Hyde County, South Dakota",1191
0500000US46071,"Jackson County, South Dakota",2802
0500000US46073,"Jerauld County, South Dakota",1772
0500000US46075,"Jones County, South Dakota",1004
0500000US46077,"Kingsbury County, South Dakota",5244
0500000US46079,"Lake County, South Dakota",10972
0500000US46081,"Lawrence County, South Dakota",27233
0500000US46083,"Lincoln County, South Dakota",70638
0500000US46085,"Lyman County, South Dakota",3724
0500000US46087,"McCook County, South Dakota",5751
0500000US46089,"McPherson County, South Dakota",2145
0500000US46091,"Marshall County, South Dakota",4344
0500000US46093,"Meade County, South Dakota",30546
0500000US46095,"Mellette County, South Dakota",1943
0500000US46097,"Miner County, South Dakota",2300
0500000US46099,"Minnehaha County, South Dakota",203289
0500000US46101,"Moody County, South Dakota",6397
0500000US46102,"Oglala Lakota County, South Dakota",13491
0500000US46103,"Pennington County, South Dakota",113512
0500000US46105,"Perkins County, South Dakota",3001
0500000US46107,"Potter County, South Dakota",2388
0500000US46109,"Roberts County, South Dakota",10221
0500000US46111,"Sanborn County, South Dakota",2384
0500000US46115,"Spink County, South Dakota",6219
0500000US46117,"Stanley County, South Dakota",3015
0500000US46119,"Sully County, South Dakota",1526
0500000US46121,"Todd County, South Dakota",9244
0500000US46123,"Tripp County, South Dakota",5611
0500000US46125,"Turner County, South Dakota",8882
0500000US46127,"Union County, South Dakota",17081
0500000US46129,"Walworth County, South Dakota",5271
0500000US46135,"Yankton County, South Dakota",23414
0500000US46137,"Ziebach County, South Dakota",2377
0500000US47001,"Anderson County, Tennessee",79153
0500000US47003,"Bedford County, Tennessee",52237
0500000US47005,"Benton County, Tennessee",16006
0500000US47007,"Bledsoe County, Tennessee",15032
0500000US47009,"Blount County, Tennessee",139333
0500000US47011,"Bradley County, Tennessee",111065
0500000US47013,"Campbell County, Tennessee",39761
0500000US47015,"Cannon County, Tennessee",14818
0500000US47017,"Carroll County, Tennessee",28641
0500000US47019,"Carter County, Tennessee",56712
0500000US47021,"Cheatham County, Tennessee",41829
0500000US47023,"Chester County, Tennessee",17611
0500000US47025,"Claiborne County, Tennessee",32466
0500000US47027,"Clay County, Tennessee",7670
0500000US47029,"Cocke County, Tennessee",36813
0500000US47031,"Coffee County, Tennessee",59710
0500000US47033,"Crockett County, Tennessee",13944
0500000US47035,"Cumberland County, Tennessee",63553
0500000US47037,"Davidson County, Tennessee",715388
0500000US47039,"Decatur County, Tennessee",11579
0500000US47041,"DeKalb County, Tennessee",20959
0500000US47043,"Dickson County, Tennessee",55983
0500000US47045,"Dyer County, Tennessee",36508
0500000US47047,"Fayette County, Tennessee",43267
0500000US47049,"Fentress County, Tennessee",19309
0500000US47051,"Franklin County, Tennessee",43990
0500000US47053,"Gibson County, Tennessee",50869
0500000US47055,"Giles County, Tennessee",30620
0500000US47057,"Grainger County, Tennessee",24266
0500000US47059,"Greene County, Tennessee",71628
0500000US47061,"Grundy County, Tennessee",13819
0500000US47063,"Hamblen County, Tennessee",65669
0500000US47065,"Hamilton County, Tennessee",376192
0500000US47067,"Hancock County, Tennessee",6852
0500000US47069,"Hardeman County, Tennessee",25433
0500000US47071,"Hardin County, Tennessee",27249
0500000US47073,"Hawkins County, Tennessee",57964
0500000US47075,"Haywood County, Tennessee",17475
0500000US47077,"Henderson County, Tennessee",27980
0500000US47079,"Henry County, Tennessee",32412
0500000US47081,"Hickman County, Tennessee",25436
0500000US47083,"Houston County, Tennessee",8353
