State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races,Median_Household_Income
North Carolina,Buncombe,2025,42,1.0,8.6,80.8,4.8,0.1,1.1,4.3,74436.0
North Carolina,Caldwell,2025,37,1.0,6.7,85.3,4.1,0.1,0.5,3.2,56425.0
North Carolina,Carteret,2025,37,1.0,4.9,85.3,4.1,0.2,1.0,4.1,72322.0
North Carolina,Caswell,2025,39,1.0,5.1,59.9,30.5,0.0,0.4,4.0,59755.0
North Carolina,Catawba,2025,43,1.0,11.5,71.9,7.7,0.1,4.3,4.3,67864.0
North Carolina,Cumberland,2025,44,1.0,12.7,39.8,36.7,0.9,2.6,5.9,61291.0
North Carolina,Davidson,2025,50,1.0,8.9,76.0,9.1,0.1,1.5,3.8,64172.0
North Carolina,Durham,2025,43,1.0,15.8,41.7,31.8,0.2,5.4,4.5,82316.0
North Carolina,Edgecombe,2025,40,1.0,6.2,34.9,55.5,0.3,0.2,2.5,51265.0
North Carolina,Forsyth,2025,46,1.0,15.1,53.5,24.6,0.1,2.3,3.8,67165.0
North Carolina,Graham,2025,43,1.0,3.0,84.9,0.4,9.6,0.7,1.1,49684.0
North Carolina,Granville,2025,40,0.9833333333333332,11.1,55.4,28.8,0.2,0.4,3.3,71111.0
North Carolina,Guilford,2025,43,1.0,10.1,46.0,33.5,0.1,5.4,4.3,68642.0
North Carolina,Haywood,2025,44,1.0,5.0,90.4,0.9,0.4,0.4,2.7,61912.0
North Carolina,Hyde,2025,20,0.0944444444444444,10.1,57.7,24.2,1.5,0.0,6.5,53713.0
North Carolina,Johnston,2025,42,1.0,16.8,61.4,16.7,0.2,0.8,3.5,83384.0
North Carolina,Lenoir,2025,37,1.0,8.8,47.3,39.2,0.1,0.7,3.6,45143.0
North Carolina,Lincoln,2025,41,1.0,8.1,82.0,5.9,0.1,0.8,2.9,80016.0
North Carolina,Macon,2025,34,1.0,10.0,85.2,1.4,0.2,0.6,2.4,59061.0
North Carolina,Martin,2025,28,1.0,4.4,51.2,40.1,0.1,0.6,3.4,48578.0
North Carolina,Mecklenburg,2025,51,1.0,16.0,43.2,29.7,0.1,6.3,4.1,87005.0
North Carolina,Mitchell,2025,35,1.0,5.6,91.0,0.9,0.3,0.5,1.6,57602.0
North Carolina,Montgomery,2025,41,1.0,15.8,62.7,16.0,0.5,1.5,3.2,57766.0
North Carolina,New Hanover,2025,41,1.0,7.9,74.7,10.7,0.1,1.4,4.6,75166.0
North Carolina,Northampton,2025,37,1.0,2.4,39.0,54.4,0.2,0.0,3.5,50086.0
North Carolina,Person,2025,38,0.9777777777777776,6.3,64.2,25.8,0.1,0.1,3.2,63300.0
North Carolina,Pitt,2025,38,1.0,7.9,51.9,34.7,0.1,2.0,3.1,58188.0
North Carolina,Rockingham,2025,39,1.0,7.2,69.9,17.3,0.1,0.3,4.3,57053.0
North Carolina,Rowan,2025,44,1.0,11.9,67.8,15.5,0.1,0.8,3.7,65725.0
North Carolina,Swain,2025,38,1.0,5.5,59.2,2.6,27.3,0.5,5.0,52349.0
North Carolina,Union,2025,41,1.0,13.4,66.8,10.9,0.1,4.5,3.8,102900.0
North Carolina,Wake,2025,44,1.0,11.6,56.2,18.5,0.2,8.5,4.4,105768.0
North Dakota,Billings,2025,40,1.0,3.9,92.2,0.0,3.9,0.0,0.0,86806.0
North Dakota,Burke,2025,40,1.0,2.5,86.5,1.7,1.8,2.1,5.1,91591.0
North Dakota,Burleigh,2025,41,1.0,3.4,84.9,1.9,3.3,1.0,4.8,86851.0
North Dakota,Cass,2025,39,1.0,3.6,81.2,7.0,0.9,3.2,3.7,75555.0
North Dakota,Dunn,2025,40,1.0,4.5,78.5,0.1,9.5,0.9,5.7,97689.0
North Dakota,McKenzie,2025,41,1.0,12.1,73.7,1.9,6.6,1.1,4.5,93404.0
North Dakota,Mercer,2025,39,1.0,2.8,91.3,0.0,2.4,0.5,2.9,80946.0
North Dakota,Oliver,2025,40,1.0,1.0,99.0,0.0,0.0,0.0,0.1,77240.0
North Dakota,Ward,2025,38,1.0,7.2,80.4,3.9,1.6,1.5,5.0,78238.0
Ohio,Allen,2025,43,1.0,3.6,79.0,9.6,0.3,0.9,6.2,64038.0
Ohio,Ashtabula,2025,43,1.0,5.0,86.7,3.7,0.0,0.4,3.7,57728.0
Ohio,Athens,2025,33,1.0,2.3,88.6,2.2,0.0,2.0,4.6,56001.0
Ohio,Belmont,2025,42,1.0,1.4,90.7,3.0,0.0,0.6,4.2,57017.0
Ohio,Butler,2025,55,1.0,7.0,74.6,8.3,0.0,4.3,5.3,81590.0
Ohio,Clark,2025,46,1.0,4.2,81.7,8.0,0.0,0.6,5.1,63132.0
Ohio,Clermont,2025,43,1.0,2.6,90.6,1.5,0.0,1.1,3.6,85510.0
Ohio,Clinton,2025,42,1.0,2.3,91.7,1.8,0.0,0.3,3.6,70407.0
Ohio,Columbiana,2025,12,0.2555555555555555,1.9,92.0,1.9,0.0,0.3,3.5,58180.0
Ohio,Cuyahoga,2025,53,1.0,7.0,56.5,28.5,0.1,3.3,4.1,64468.0
Ohio,Delaware,2025,41,1.0,3.5,79.2,4.3,0.0,8.6,4.0,133540.0
Ohio,Franklin,2025,54,1.0,7.5,58.0,23.1,0.1,5.6,5.2,75176.0
Ohio,Geauga,2025,42,1.0,2.0,92.7,1.0,0.0,0.5,3.4,107860.0
Ohio,Greene,2025,41,1.0,3.3,81.3,5.8,0.1,3.0,5.8,87309.0
Ohio,Hamilton,2025,54,1.0,4.8,62.3,23.9,0.1,2.7,5.4,72470.0
Ohio,Jefferson,2025,50,1.0,1.9,88.4,5.1,0.0,0.6,3.5,59055.0
Ohio,Knox,2025,40,1.0,2.0,92.9,0.9,0.0,0.8,2.8,73878.0
Ohio,Lake,2025,43,1.0,5.3,84.2,4.7,0.1,1.5,3.8,80925.0
Ohio,Lawrence,2025,43,1.0,1.1,93.8,1.7,0.0,0.6,2.5,58325.0
Ohio,Licking,2025,41,1.0,2.5,85.1,4.2,0.0,3.7,3.7,84426.0
Ohio,Lorain,2025,39,1.0,11.0,75.5,7.1,0.1,1.4,4.5,73347.0
Ohio,Lucas,2025,53,1.0,7.8,66.1,18.9,0.0,1.7,4.9,62224.0
Ohio,Madison,2025,43,1.0,3.1,86.2,4.3,0.2,1.3,4.5,87045.0
Ohio,Mahoning,2025,44,1.0,6.8,73.7,13.6,0.1,0.8,4.5,56942.0
Ohio,Medina,2025,43,1.0,2.7,91.3,1.1,0.0,1.0,3.7,94968.0
Ohio,Miami,2025,41,1.0,2.1,89.9,1.8,0.0,1.9,3.9,76817.0
Ohio,Montgomery,2025,47,1.0,4.2,67.7,20.4,0.0,2.2,5.0,66139.0
Ohio,Noble,2025,39,1.0,1.7,92.1,4.2,0.1,0.4,1.4,56098.0
Ohio,Portage,2025,43,1.0,2.3,86.0,5.0,0.1,2.2,4.0,75766.0
Ohio,Preble,2025,45,1.0,1.1,95.0,0.7,0.0,0.1,2.8,69223.0
Ohio,Scioto,2025,45,1.0,1.6,92.0,2.3,0.1,0.5,3.3,50609.0
Ohio,Stark,2025,51,1.0,3.0,83.8,7.1,0.1,0.9,4.9,67934.0
Ohio,Summit,2025,44,1.0,2.7,73.4,13.7,0.1,4.3,5.3,71622.0
Ohio,Trumbull,2025,46,1.0,2.3,84.6,8.0,0.1,0.5,4.4,56435.0
Ohio,Warren,2025,44,1.0,3.5,81.8,3.2,0.1,7.2,3.6,110132.0
Ohio,Washington,2025,41,1.0,1.3,93.6,0.8,0.2,0.5,3.2,63603.0
Ohio,Wood,2025,39,1.0,6.6,85.5,2.1,0.1,2.1,3.4,74216.0
Oklahoma,Adair,2025,45,0.9944444444444444,7.2,39.0,0.8,38.9,1.3,12.8,48041.0
Oklahoma,Canadian,2025,44,1.0,12.0,70.1,3.8,2.8,3.1,7.3,87751.0
Oklahoma,Carter,2025,33,1.0,8.6,66.5,6.1,6.7,1.3,10.5,60723.0
Oklahoma,Cleveland,2025,49,1.0,11.0,67.2,4.6,3.4,4.7,8.8,77068.0
Oklahoma,Comanche,2025,45,1.0,14.7,53.8,13.9,3.8,2.7,9.9,60761.0
Oklahoma,Creek,2025,43,1.0,5.4,73.0,2.0,10.8,0.7,7.8,62338.0
Oklahoma,Dewey,2025,49,1.0,6.0,80.8,0.0,3.6,0.1,9.4,62569.0
Oklahoma,Grant,2025,29,0.1111111111111111,4.7,85.2,1.9,2.3,0.1,5.5,60758.0
Oklahoma,Kay,2025,38,1.0,9.0,71.2,1.8,6.9,0.5,9.7,58423.0
Oklahoma,Kiowa,2025,44,1.0,12.2,71.7,3.6,3.6,0.5,8.0,44962.0
Oklahoma,Love,2025,45,1.0,18.2,67.5,2.0,3.9,0.8,7.6,66580.0
Oklahoma,Mayes,2025,40,0.6833333333333333,3.9,62.0,0.4,19.8,0.5,13.1,60305.0
Oklahoma,McClain,2025,43,1.0,9.7,75.4,1.2,5.5,0.6,7.2,84552.0
Oklahoma,Oklahoma,2025,51,1.0,20.1,52.1,14.0,2.1,3.4,7.8,66679.0
Oklahoma,Osage,2025,43,1.0,4.7,62.1,10.1,10.7,0.3,12.0,62847.0
Oklahoma,Ottawa,2025,49,1.0,6.1,62.4,1.1,18.4,0.8,10.4,49947.0
Oklahoma,Pittsburg,2025,48,1.0,5.7,67.6,2.5,7.9,0.5,15.4,55310.0
Oklahoma,Sequoyah,2025,42,1.0,5.1,60.6,1.9,18.4,0.7,13.2,51093.0
Oklahoma,Tulsa,2025,51,1.0,15.7,57.3,9.3,4.4,3.7,9.0,69009.0
Oklahoma,Washington,2025,44,1.0,6.9,70.2,2.4,8.2,2.0,10.2,60162.0
Oregon,Baker,2025,25,1.0,5.3,87.8,1.3,0.9,0.4,3.9,60936.0
Oregon,Clackamas,2025,27,1.0,10.1,76.5,1.0,0.3,5.1,6.1,103517.0
Oregon,Columbia,2025,25,1.0,6.7,84.3,0.6,0.7,0.8,6.0,87458.0
Oregon,Crook,2025,24,1.0,7.9,85.8,0.5,0.8,0.3,4.5,81965.0
Oregon,Deschutes,2025,22,1.0,9.2,83.5,0.3,0.4,1.0,4.9,92758.0
Oregon,Grant,2025,34,1.0,4.2,86.9,0.1,0.5,0.8,6.9,59450.0
Oregon,Harney,2025,26,1.0,5.6,84.6,1.9,1.8,0.0,5.7,55208.0
Oregon,Jackson,2025,42,1.0,14.6,76.8,0.6,0.3,1.0,6.0,73999.0
Oregon,Jefferson,2025,22,1.0,21.3,57.3,0.6,11.0,0.5,8.3,76260.0
Oregon,Josephine,2025,31,1.0,8.8,82.9,0.4,0.4,0.8,5.8,60098.0
Oregon,Klamath,2025,32,1.0,13.9,74.4,0.7,2.3,0.9,6.9,58830.0
Oregon,Lake,2025,24,1.0,10.8,78.8,0.5,2.1,0.1,6.1,62787.0
Oregon,Lane,2025,42,1.0,10.5,78.2,1.1,0.7,2.5,6.4,71544.0
Oregon,Linn,2025,24,1.0,10.7,81.3,0.4,0.4,1.0,5.6,76329.0
Oregon,Marion,2025,34,1.0,29.0,60.7,1.2,0.5,2.0,5.1,77351.0
Oregon,Multnomah,2025,38,1.0,13.5,65.2,5.3,0.4,7.4,7.1,88766.0
Oregon,Umatilla,2025,39,1.0,29.7,61.5,0.7,1.9,0.7,4.8,67728.0
Oregon,Union,2025,22,1.0,5.5,85.8,0.8,0.5,1.1,3.9,65661.0
Oregon,Wallowa,2025,23,1.0,4.2,89.2,1.3,0.1,0.3,4.0,67112.0
Oregon,Wasco,2025,23,1.0,20.6,70.8,0.4,1.8,0.7,5.2,64175.0
Oregon,Washington,2025,36,1.0,18.6,60.0,2.2,0.3,11.4,6.5,107772.0
Pennsylvania,Adams,2025,42,1.0,7.7,86.8,1.6,0.0,0.9,2.5,84092.0
Pennsylvania,Allegheny,2025,49,1.0,3.0,75.5,12.4,0.1,4.3,4.3,78548.0
Pennsylvania,Armstrong,2025,42,1.0,0.9,94.9,0.9,0.0,0.3,2.7,65008.0
Pennsylvania,Beaver,2025,47,1.0,2.4,86.3,6.2,0.0,0.5,4.3,71089.0
Pennsylvania,Berks,2025,44,1.0,24.8,66.6,4.0,0.0,1.3,2.8,79777.0
Pennsylvania,Blair,2025,41,1.0,1.6,91.6,1.9,0.0,0.7,4.0,62382.0
Pennsylvania,Bradford,2025,39,1.0,1.7,94.1,0.9,0.1,0.5,2.3,63675.0
Pennsylvania,Bucks,2025,35,1.0,6.6,79.9,3.7,0.0,5.0,4.0,114764.0
Pennsylvania,Cambria,2025,37,1.0,2.1,90.2,2.8,0.0,0.5,4.1,58418.0
Pennsylvania,Centre,2025,43,1.0,3.7,82.8,3.2,0.3,5.7,4.1,74291.0
Pennsylvania,Chester,2025,44,1.0,8.4,75.4,4.9,0.0,6.7,4.1,127208.0
Pennsylvania,Cumberland,2025,37,1.0,5.1,80.7,4.1,0.0,5.7,4.0,87494.0
Pennsylvania,Dauphin,2025,44,1.0,11.8,60.6,16.3,0.1,6.5,4.1,76242.0
Pennsylvania,Delaware,2025,44,1.0,5.0,62.4,21.9,0.0,6.3,3.8,89546.0
Pennsylvania,Elk,2025,38,1.0,1.0,94.5,0.6,0.0,0.4,3.4,66380.0
Pennsylvania,Erie,2025,31,1.0,4.8,81.7,7.0,0.1,2.2,3.9,63354.0
Pennsylvania,Fayette,2025,41,1.0,1.4,89.1,3.9,0.0,0.5,4.8,58236.0
Pennsylvania,Franklin,2025,37,0.8722222222222222,7.5,84.3,3.0,0.0,1.0,3.7,77003.0
Pennsylvania,Greene,2025,41,1.0,1.6,91.1,2.7,0.0,0.2,4.1,68041.0
Pennsylvania,Indiana,2025,42,1.0,1.9,91.7,2.1,0.0,0.9,3.3,60208.0
Pennsylvania,Lackawanna,2025,36,1.0,9.8,79.6,3.0,0.1,3.0,3.9,66223.0
Pennsylvania,Lancaster,2025,46,1.0,11.5,79.1,3.4,0.0,2.4,2.9,86959.0
Pennsylvania,Lebanon,2025,44,1.0,15.2,78.4,1.7,0.0,1.6,2.7,78425.0
Pennsylvania,Lehigh,2025,42,1.0,28.0,59.1,5.9,0.0,3.5,2.9,80079.0
Pennsylvania,Lycoming,2025,43,1.0,2.4,88.1,4.0,0.1,0.9,4.4,63917.0
Pennsylvania,Mercer,2025,41,1.0,1.7,87.9,5.6,0.1,0.6,3.7,59976.0
Pennsylvania,Monroe,2025,35,0.9944444444444444,18.2,60.4,13.0,0.1,2.6,4.3,83565.0
Pennsylvania,Montgomery,2025,41,1.0,6.7,71.5,9.2,0.0,8.0,4.0,113915.0
Pennsylvania,Northampton,2025,39,1.0,15.5,72.0,5.7,0.0,3.0,3.2,89184.0
Pennsylvania,Philadelphia,2025,50,1.0,15.6,33.2,38.3,0.1,7.9,4.1,61953.0
Pennsylvania,Somerset,2025,37,1.0,1.5,93.3,2.6,0.0,0.5,1.6,61446.0
Pennsylvania,Susquehanna,2025,22,0.8777777777777778,2.4,93.8,0.2,0.0,0.5,2.9,68487.0
Pennsylvania,Tioga,2025,40,1.0,1.7,95.0,0.8,0.1,0.4,2.1,64899.0
Pennsylvania,Washington,2025,42,1.0,2.1,89.7,3.2,0.0,1.3,3.5,78958.0
Pennsylvania,Westmoreland,2025,39,1.0,1.6,91.4,2.5,0.0,1.0,3.3,74109.0
Pennsylvania,Wyoming,2025,26,1.0,2.5,93.1,0.6,0.0,0.2,3.5,72460.0
Pennsylvania,York,2025,45,1.0,9.6,78.9,5.8,0.0,1.5,3.6,84829.0
Rhode Island,Kent,2025,35,1.0,6.9,83.7,1.9,0.0,2.9,4.2,94345.0
Rhode Island,Providence,2025,40,1.0,25.6,56.5,7.0,0.2,4.2,5.4,78787.0
Rhode Island,Washington,2025,42,1.0,3.8,88.9,1.2,0.3,2.1,3.4,106638.0
South Carolina,Aiken,2025,39,1.0,7.2,63.5,23.7,0.1,0.9,4.0,70609.0
South Carolina,Anderson,2025,41,1.0,5.2,75.1,13.5,0.5,1.0,4.4,66651.0
South Carolina,Berkeley,2025,36,1.0,9.2,60.1,22.7,0.3,2.5,4.6,84358.0
South Carolina,Charleston,2025,47,1.0,7.2,64.5,22.7,0.1,1.8,3.4,88494.0
South Carolina,Chesterfield,2025,46,1.0,5.9,58.4,30.0,0.2,0.5,4.7,49235.0
South Carolina,Darlington,2025,42,1.0,2.5,53.1,40.6,0.2,0.6,2.8,48581.0
South Carolina,Edgefield,2025,44,1.0,7.2,56.5,30.1,0.1,0.3,5.0,73029.0
South Carolina,Florence,2025,44,1.0,3.3,49.1,42.9,0.1,1.6,2.5,58305.0
South Carolina,Greenville,2025,48,1.0,11.6,65.2,15.3,0.2,2.5,4.7,76932.0
South Carolina,Horry,2025,41,1.0,7.3,75.5,11.6,0.2,1.3,3.5,66880.0
South Carolina,Richland,2025,48,1.0,6.4,39.4,46.9,0.1,3.0,3.5,63784.0
South Carolina,Spartanburg,2025,49,1.0,9.3,65.3,19.3,0.1,2.3,3.3,66234.0
South Carolina,York,2025,44,1.0,7.4,66.3,18.2,0.4,3.0,4.1,89095.0
South Dakota,Brookings,2025,48,1.0,4.6,87.5,1.0,0.8,3.3,2.8,70064.0
South Dakota,Brown,2025,25,0.9888888888888888,4.7,84.7,1.3,2.9,2.9,3.4,70898.0
South Dakota,Clay,2025,37,0.9277777777777778,3.3,84.2,1.8,2.6,3.0,5.1,56850.0
South Dakota,Codington,2025,33,0.9944444444444444,3.3,90.4,0.7,1.9,0.6,2.8,72727.0
South Dakota,Custer,2025,46,1.0,3.1,87.7,0.3,2.0,0.4,5.0,84112.0
South Dakota,Hughes,2025,14,0.9944444444444444,3.3,80.2,0.1,10.8,0.7,5.1,81395.0
South Dakota,Jackson,2025,44,1.0,0.4,36.6,0.0,61.2,0.0,1.7,35417.0
South Dakota,Meade,2025,42,1.0,4.9,85.0,1.7,1.6,0.7,5.4,74790.0
South Dakota,Minnehaha,2025,36,1.0,6.6,78.6,6.3,1.8,1.6,4.9,76880.0
South Dakota,Pennington,2025,31,1.0,5.7,77.8,1.1,6.0,1.2,7.5,74517.0
Tennessee,Anderson,2025,42,0.6777777777777778,4.1,86.4,3.3,0.2,1.4,4.0,66183.0
Tennessee,Blount,2025,46,1.0,4.7,88.5,2.5,0.1,0.8,3.0,77365.0
Tennessee,Claiborne,2025,36,1.0,1.7,94.0,0.6,0.1,0.6,2.9,49379.0
Tennessee,Davidson,2025,50,1.0,13.9,53.2,24.3,0.1,3.4,4.6,77853.0
Tennessee,DeKalb,2025,35,1.0,7.7,87.0,1.5,0.2,1.1,2.3,53153.0
Tennessee,Dyer,2025,34,1.0,4.0,76.9,15.0,0.1,0.6,3.4,58154.0
Tennessee,Hamilton,2025,45,1.0,8.0,68.3,16.9,0.1,2.1,4.1,76183.0
Tennessee,Jefferson,2025,42,0.6777777777777778,4.7,89.6,1.5,0.1,0.5,3.0,66114.0
Tennessee,Knox,2025,46,1.0,6.3,79.1,8.0,0.1,2.3,3.7,74222.0
Tennessee,Lawrence,2025,34,0.9555555555555556,2.8,92.1,1.4,0.0,0.4,3.3,54706.0
Tennessee,Loudon,2025,41,1.0,10.4,85.2,1.2,0.1,0.9,1.8,84185.0
Tennessee,Madison,2025,33,1.0,5.2,53.4,36.2,0.1,1.0,3.7,60042.0
Tennessee,Maury,2025,34,0.9666666666666668,8.1,76.3,10.3,0.1,1.0,3.9,76130.0
Tennessee,McMinn,2025,37,0.9611111111111112,4.6,85.8,3.2,0.0,0.8,5.4,61470.0
Tennessee,Montgomery,2025,31,0.9777777777777776,11.4,59.3,19.2,0.1,2.6,6.8,75613.0
Tennessee,Putnam,2025,30,0.9722222222222222,8.4,85.0,2.4,0.1,1.1,2.8,58912.0
Tennessee,Roane,2025,29,0.9777777777777776,2.5,90.3,2.6,0.1,0.7,3.8,71885.0
Tennessee,Sevier,2025,41,1.0,9.6,85.1,1.1,0.1,1.3,2.3,62581.0
Tennessee,Shelby,2025,45,1.0,8.8,32.7,52.3,0.0,2.9,2.7,63767.0
Tennessee,Sullivan,2025,42,1.0,2.6,91.6,2.0,0.1,0.7,2.6,58807.0
Tennessee,Sumner,2025,44,0.9833333333333332,7.2,78.6,8.4,0.1,1.6,3.5,90301.0
Tennessee,Williamson,2025,40,0.6777777777777778,6.0,80.9,3.9,0.1,5.3,3.3,135594.0
Tennessee,Wilson,2025,39,0.6666666666666666,6.5,79.3,7.1,0.0,2.2,3.6,95839.0
Texas,Atascosa,2025,45,0.8722222222222222,65.4,31.0,1.1,0.4,0.6,1.3,70770.0
Texas,Bell,2025,47,1.0,26.3,42.4,21.5,0.1,2.9,5.8,68865.0
Texas,Bexar,2025,53,1.0,59.7,26.2,7.4,0.1,3.2,2.8,72341.0
Texas,Bowie,2025,47,1.0,8.6,60.9,24.7,0.3,1.4,3.8,59803.0
Texas,Brazoria,2025,33,1.0,31.6,41.6,15.9,0.2,7.4,2.9,97993.0
Texas,Brazos,2025,43,1.0,27.4,53.0,10.1,0.1,5.8,3.1,58553.0
Texas,Brewster,2025,44,1.0,42.1,51.3,0.6,0.0,1.9,4.0,56212.0
Texas,Cameron,2025,55,1.0,89.3,8.7,0.5,0.1,0.8,0.4,52601.0
Texas,Collin,2025,39,1.0,16.1,49.6,10.8,0.2,18.7,4.0,121600.0
Texas,Culberson,2025,24,0.1111111111111111,78.0,17.4,0.2,2.9,1.2,0.2,58777.0
Texas,Dallas,2025,53,1.0,41.3,26.4,22.1,0.1,7.0,2.7,76547.0
Texas,Denton,2025,47,1.0,20.5,52.4,10.7,0.1,11.0,4.5,111498.0
Texas,Ector,2025,43,1.0,63.5,28.7,4.2,0.1,1.1,2.1,71536.0
Texas,El Paso,2025,74,1.0,82.7,11.0,3.0,0.2,1.2,1.5,59806.0
Texas,Ellis,2025,33,1.0,28.2,52.7,14.4,0.1,0.8,3.2,99595.0
Texas,Galveston,2025,48,1.0,26.4,54.0,11.9,0.2,3.4,3.7,86105.0
Texas,Gregg,2025,36,1.0,20.2,54.7,17.6,0.3,1.3,5.7,66550.0
Texas,Harris,2025,63,1.0,44.0,26.6,18.6,0.1,7.3,3.0,74983.0
Texas,Harrison,2025,45,1.0,14.8,60.5,20.3,0.1,0.5,3.5,66103.0
Texas,Hidalgo,2025,54,1.0,91.9,6.0,0.6,0.1,1.0,0.3,54338.0
Texas,Hood,2025,37,1.0,13.8,80.8,1.1,0.3,0.7,3.0,88160.0
Texas,Hunt,2025,33,1.0,21.5,65.0,7.8,0.3,1.4,3.7,71938.0
Texas,Jefferson,2025,52,1.0,24.1,36.3,32.7,0.1,3.8,2.6,60026.0
Texas,Johnson,2025,34,1.0,25.3,64.6,5.1,0.2,1.1,3.3,84859.0
Texas,Karnes,2025,4,1.0,53.4,34.7,9.3,0.1,0.3,2.2,60214.0
Texas,Kaufman,2025,45,1.0,27.4,48.8,18.4,0.1,1.8,3.3,89485.0
Texas,Kleberg,2025,49,0.6666666666666666,71.4,20.8,3.6,0.2,1.3,2.4,61292.0
Texas,Lubbock,2025,25,1.0,36.2,51.5,6.7,0.1,2.4,2.7,64155.0
Texas,Maverick,2025,41,1.0,94.8,2.9,0.2,1.5,0.5,0.2,49568.0
Texas,McLennan,2025,52,1.0,27.0,54.1,13.5,0.1,1.7,3.3,66643.0
Texas,Montgomery,2025,55,1.0,27.9,58.7,6.1,0.1,3.3,3.5,97701.0
Texas,Navarro,2025,48,1.0,32.1,50.5,9.1,0.2,0.8,6.5,63111.0
Texas,Nueces,2025,55,1.0,62.5,29.3,3.5,0.1,2.3,1.9,66897.0
Texas,Orange,2025,47,1.0,9.6,76.8,7.6,0.1,1.1,4.2,72104.0
Texas,Parker,2025,36,1.0,14.7,79.1,1.3,0.2,0.9,3.6,104443.0
Texas,Polk,2025,33,1.0,15.3,70.9,7.7,0.9,0.6,4.5,62259.0
Texas,Potter,2025,16,1.0,39.3,42.2,10.2,0.2,4.7,3.1,53249.0
Texas,Randall,2025,42,1.0,24.6,66.5,3.1,0.2,1.7,3.3,83864.0
Texas,Rockwall,2025,31,1.0,20.8,63.0,9.1,0.1,3.5,3.0,127981.0
Texas,Smith,2025,35,1.0,20.9,57.5,16.3,0.1,1.7,3.2,74192.0
Texas,Tarrant,2025,56,1.0,30.3,42.0,17.3,0.1,6.1,3.6,84207.0
Texas,Travis,2025,53,1.0,32.6,46.9,7.8,0.1,7.8,4.2,99611.0
Texas,Victoria,2025,31,1.0,48.1,42.4,5.5,0.1,1.2,2.2,70896.0
Texas,Webb,2025,48,1.0,95.0,3.6,0.4,0.0,0.5,0.2,63058.0
Texas,Wilson,2025,7,1.0,39.9,54.8,2.0,0.1,0.6,1.8,94565.0
Utah,Box Elder,2025,48,1.0,10.2,85.4,0.3,0.4,0.6,2.6,84550.0
Utah,Cache,2025,46,1.0,11.7,81.3,0.8,0.1,1.7,3.8,81665.0
Utah,Carbon,2025,47,1.0,13.3,81.9,0.6,0.4,0.2,2.9,58377.0
Utah,Davis,2025,48,1.0,11.7,79.9,1.1,0.3,1.9,3.7,110884.0
Utah,Duchesne,2025,47,1.0,7.5,84.8,0.1,3.3,0.5,3.0,78445.0
Utah,Garfield,2025,4,0.1111111111111111,7.3,89.7,0.1,0.4,0.0,2.1,61875.0
Utah,Grand,2025,47,1.0,13.0,77.6,0.0,3.2,2.2,2.6,67106.0
Utah,Iron,2025,46,1.0,10.5,83.0,0.7,1.2,1.2,2.8,66247.0
Utah,Salt Lake,2025,54,1.0,20.6,66.6,1.7,0.5,4.2,4.5,97494.0
Utah,San Juan,2025,46,1.0,5.8,44.8,0.1,44.7,0.3,3.2,64481.0
Utah,Tooele,2025,45,1.0,15.0,77.8,1.0,0.4,0.7,3.5,106587.0
Utah,Uintah,2025,48,1.0,8.8,80.0,0.5,3.8,0.8,5.8,73746.0
Utah,Utah,2025,49,1.0,14.5,77.6,0.7,0.2,1.5,4.3,100671.0
Utah,Wasatch,2025,48,1.0,14.7,80.6,0.2,0.0,1.0,2.7,117608.0
Utah,Washington,2025,45,1.0,12.1,81.3,0.4,0.5,1.1,3.6,80632.0
Utah,Wayne,2025,4,0.1,3.0,90.7,0.3,0.0,0.0,5.9,76607.0
Utah,Weber,2025,47,1.0,19.2,74.0,1.1,0.3,1.5,3.4,90005.0
Vermont,Bennington,2025,39,1.0,2.8,90.8,1.1,0.1,0.9,3.9,73325.0
Vermont,Chittenden,2025,40,1.0,2.9,85.5,2.3,0.1,4.4,4.6,96759.0
Vermont,Rutland,2025,38,1.0,2.2,92.7,0.6,0.0,0.6,3.8,68616.0
Vermont,Windham,2025,12,0.1111111111111111,3.1,90.1,0.8,0.0,1.2,4.3,72217.0
Virginia,Albemarle,2025,41,1.0,7.5,73.4,9.0,0.1,5.8,3.8,104392.0
Virginia,Arlington,2025,40,1.0,15.9,58.0,9.3,0.1,10.5,5.5,142114.0
Virginia,Caroline,2025,37,1.0,7.7,61.2,23.7,0.3,1.0,5.0,87407.0
Virginia,Carroll,2025,9,0.25,4.1,93.2,0.2,0.0,0.3,2.1,54484.0
Virginia,Charles,2025,38,1.0,2.1,44.6,40.5,5.5,1.1,5.7,75417.0
Virginia,Chesterfield,2025,42,1.0,11.9,56.4,22.8,0.0,3.6,4.4,101931.0
Virginia,Fairfax,2025,44,1.0,17.6,46.8,9.4,0.1,19.9,5.4,153637.0
Virginia,Fauquier,2025,36,1.0,12.4,74.8,6.3,0.1,1.7,4.2,130189.0
Virginia,Frederick,2025,42,1.0,12.5,77.4,4.4,0.1,1.9,3.1,97606.0
Virginia,Giles,2025,39,1.0,1.8,93.7,2.7,0.0,0.5,1.2,65691.0
Virginia,Hanover,2025,37,1.0,4.0,80.7,8.3,0.1,2.1,4.2,112805.0
Virginia,Henrico,2025,41,1.0,6.9,49.5,29.1,0.1,9.4,4.4,88783.0
