State,County,Year,median_aqi,sample_weight,% Hispanic or Latino,% White alone,% Black or African American alone,% American Indian and Alaska Native alone,% Asian alone,% Two or More Races,Median_Household_Income,Total_Population,Land_Area_SqMi,population_density,Region,Division,log_population_density,log_median_income,total_minority_pct,Division_East North Central,Division_East South Central,Division_Middle Atlantic,Division_Mountain,Division_New England,Division_Pacific,Division_South Atlantic,Division_West North Central,Division_West South Central,interaction_income_Division_East North Central,interaction_density_Division_East North Central,interaction_income_Division_East South Central,interaction_density_Division_East South Central,interaction_income_Division_Middle Atlantic,interaction_density_Division_Middle Atlantic,interaction_income_Division_Mountain,interaction_density_Division_Mountain,interaction_income_Division_New England,interaction_density_Division_New England,interaction_income_Division_Pacific,interaction_density_Division_Pacific,interaction_income_Division_South Atlantic,interaction_density_Division_South Atlantic,interaction_income_Division_West North Central,interaction_density_Division_West North Central,interaction_income_Division_West South Central,interaction_density_Division_West South Central
Missouri,Taney,2025,26,0.0944444444444444,7.6,85.1,1.8,0.2,1.0,4.1,56497.0,56529,632.263,89.40741431967393,Midwest,West North Central,4.504326280845488,10.941960518277911,9.4,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.941960518277911,4.504326280845488,0.0,0.0
Montana,Beaverhead,2025,12,0.9722222222222222,5.2,89.1,0.5,1.3,0.3,3.5,61268.0,9713,5542.687,1.752399152252328,West,Mountain,1.0124729503430623,11.023029284385268,5.7,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.023029284385268,1.0124729503430623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Custer,2025,39,1.0,3.4,89.0,0.0,1.8,0.5,5.1,70605.0,11961,3783.309,3.1615181313500957,West,Mountain,1.4258799431211333,11.164870405705935,3.4,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.164870405705935,1.4258799431211333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Dawson,2025,14,1.0,3.6,90.4,0.2,1.3,0.2,3.4,71334.0,8827,2371.926,3.72144830825245,West,Mountain,1.552115597498914,11.175142369548915,3.8000000000000003,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.175142369548915,1.552115597498914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Fergus,2025,44,1.0,2.4,92.4,0.6,2.1,0.7,1.9,63706.0,11687,4339.329,2.6932735452877625,West,Mountain,1.3065132044210181,11.062049725632669,3.0,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.062049725632669,1.3065132044210181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Flathead,2025,40,1.0,3.7,90.0,0.2,0.8,0.8,4.0,73925.0,110695,5087.223,21.75941569693328,West,Mountain,3.124978936561862,11.210819871852724,3.9000000000000004,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.210819871852724,3.124978936561862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Gallatin,2025,14,1.0,5.4,87.5,0.4,0.5,1.2,4.0,93528.0,124074,2605.353,47.622721374032615,West,Mountain,3.8840909396381758,11.446026827614784,5.800000000000001,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.446026827614784,3.8840909396381758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Glacier,2025,22,0.9277777777777778,2.9,29.5,0.2,63.4,0.6,3.0,46875.0,13637,2995.151,4.553025874154592,West,Mountain,1.7143429817398073,10.755261096378494,3.1,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.755261096378494,1.7143429817398073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Hill,2025,13,0.8277777777777777,3.5,67.1,0.3,21.9,0.2,6.3,52798.0,16155,2899.396,5.571850137063029,West,Mountain,1.8827953966683757,10.87424753012106,3.8,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.87424753012106,1.8827953966683757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Lake,2025,4,0.1111111111111111,4.3,64.6,0.2,19.6,0.7,10.2,63360.0,32561,1490.467,21.846173045092577,West,Mountain,3.1287836216983975,11.056603809192042,4.5,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.056603809192042,3.1287836216983975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Lewis and Clark,2025,45,1.0,4.0,88.6,0.5,1.3,0.5,4.7,78237.0,73464,3458.381,21.24230962406976,West,Mountain,3.1019963139934803,11.267510742009788,4.5,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.267510742009788,3.1019963139934803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Lincoln,2025,45,0.9777777777777776,3.1,90.0,0.1,1.1,0.2,5.3,47143.0,21175,3612.559,5.861495964494974,West,Mountain,1.9259254885899406,10.760962026517749,3.2,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.760962026517749,1.9259254885899406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Missoula,2025,38,1.0,5.1,85.5,0.4,1.9,1.6,5.0,75598.0,120672,2593.009,46.537439708076604,West,Mountain,3.8615176049512145,11.233198334566913,5.5,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.233198334566913,3.8615176049512145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Phillips,2025,18,0.95,1.1,81.0,0.2,7.5,0.8,8.7,53417.0,4221,5140.422,0.8211388092261687,West,Mountain,0.5994620247630092,10.885903046801726,1.3,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.885903046801726,0.5994620247630092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Powell,2025,6,0.0944444444444444,2.7,86.8,0.4,4.6,1.5,3.5,66923.0,7053,2326.042,3.0321894445586106,West,Mountain,1.3943095149228868,11.111312926177554,3.1,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.111312926177554,1.3943095149228868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Ravalli,2025,19,0.9666666666666668,4.1,88.6,0.3,0.7,0.7,4.8,71283.0,46727,2390.967,19.543138822074916,West,Mountain,3.0225270079215245,11.17442717729299,4.3999999999999995,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.17442717729299,3.0225270079215245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Richland,2025,39,1.0,5.5,87.5,0.3,0.2,0.4,5.3,73084.0,11235,2084.556,5.389636929878593,West,Mountain,1.854677448289859,11.199378426323394,5.8,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.199378426323394,1.854677448289859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Roosevelt,2025,9,0.0944444444444444,2.9,32.4,0.1,55.6,1.0,8.0,57063.0,10526,2354.602,4.47039457199136,West,Mountain,1.6993507476516323,10.951928723957874,3.0,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.951928723957874,1.6993507476516323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Rosebud,2025,4,0.1,3.7,51.4,0.1,36.8,2.0,4.8,49914.0,8165,5008.135,1.630347424739948,West,Mountain,0.9671159381267264,10.818076837770526,3.8000000000000003,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.818076837770526,0.9671159381267264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Sanders,2025,15,1.0,3.5,88.3,0.2,2.5,0.5,4.8,57476.0,13285,2760.4,4.812708303144472,West,Mountain,1.7600466073714653,10.959140146764103,3.7,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.959140146764103,1.7600466073714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Sheridan,2025,13,0.1055555555555555,4.0,88.2,0.0,1.9,0.7,4.9,70147.0,3669,1676.941,2.1879123952482527,West,Mountain,1.159366281017229,11.158362574789184,4.0,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.158362574789184,1.159366281017229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Silver Bow,2025,27,1.0,4.6,89.1,0.1,1.4,0.4,4.2,61754.0,35785,717.99,49.840527026838814,West,Mountain,3.928693812649089,11.030930222872115,4.699999999999999,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.030930222872115,3.928693812649089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Teton,2025,14,0.9611111111111112,2.0,91.5,0.3,1.9,0.0,4.1,70430.0,6353,2271.616,2.796687468304502,West,Mountain,1.334128967697263,11.162388786133619,2.3,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.162388786133619,1.334128967697263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montana,Yellowstone,2025,39,1.0,6.6,83.4,0.4,3.6,0.7,4.7,76570.0,168957,2633.256,64.16277034971154,West,Mountain,4.176888298939813,11.245973693967038,7.0,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.245973693967038,4.176888298939813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska,Cass,2025,20,1.0,4.1,90.5,0.3,0.2,0.3,3.6,91836.0,27161,556.899,48.77185988841783,Midwest,West North Central,3.9074497618410673,11.427770545514637,4.3999999999999995,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.427770545514637,3.9074497618410673,0.0,0.0
Nebraska,Douglas,2025,44,1.0,14.5,65.8,10.2,0.2,4.4,4.5,80391.0,590736,326.482,1809.3983741829563,Midwest,West North Central,7.501302196275926,11.294669947728794,24.7,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.294669947728794,7.501302196275926,0.0,0.0
Nebraska,Gage,2025,36,1.0,3.4,92.5,0.5,0.3,0.7,2.5,67247.0,21629,851.468,25.40201158469843,Midwest,West North Central,3.273440203639565,11.116142557244897,3.9,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.116142557244897,3.273440203639565,0.0,0.0
Nebraska,Hall,2025,37,1.0,32.4,60.5,3.3,0.2,1.0,2.3,69251.0,62536,546.53,114.42372788319032,Midwest,West North Central,4.748609947177373,11.145507304498967,35.699999999999996,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.145507304498967,4.748609947177373,0.0,0.0
Nebraska,Knox,2025,39,1.0,2.9,84.5,0.7,8.8,0.4,2.5,64636.0,8363,1108.235,7.546233425221185,Midwest,West North Central,2.145490650822741,11.07654228122687,3.5999999999999996,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07654228122687,2.145490650822741,0.0,0.0
Nebraska,Lancaster,2025,36,0.5722222222222222,8.5,77.9,3.7,0.3,4.1,5.2,74793.0,326696,837.56,390.0568317493672,Midwest,West North Central,5.968852899165743,11.222492946841518,12.2,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.222492946841518,5.968852899165743,0.0,0.0
Nebraska,Sarpy,2025,33,1.0,11.6,76.3,4.0,0.2,2.8,4.5,103321.0,197389,237.997,829.3760005378218,Midwest,West North Central,6.721878610907542,11.545605604358856,15.6,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.545605604358856,6.721878610907542,0.0,0.0
Nebraska,Scotts Bluff,2025,24,1.0,23.9,70.7,0.6,1.0,0.7,2.5,63614.0,35843,739.621,48.46130653402216,Midwest,West North Central,3.9011906777173255,11.060604570576801,24.5,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.060604570576801,3.9011906777173255,0.0,0.0
Nebraska,Thomas,2025,9,0.1055555555555555,5.0,89.2,2.0,0.0,0.0,3.9,65000.0,564,712.554,0.7915189585631405,Midwest,West North Central,0.5830638402149098,11.082157933374816,7.0,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.082157933374816,0.5830638402149098,0.0,0.0
Nebraska,Washington,2025,29,1.0,3.3,92.9,0.3,0.2,0.2,3.0,94396.0,21106,389.928,54.12794156869986,Midwest,West North Central,4.009656694133794,11.455264571967591,3.5999999999999996,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.455264571967591,4.009656694133794,0.0,0.0
Nevada,Churchill,2025,43,0.9666666666666668,15.2,70.7,2.1,3.2,2.2,6.2,79163.0,25805,4950.157,5.212965972594405,West,Mountain,1.8266383942589628,11.279276929010871,17.3,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.279276929010871,1.8266383942589628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,Clark,2025,64,1.0,31.9,38.3,11.5,0.3,10.5,6.1,76472.0,2329548,7891.661,295.19108841598745,West,Mountain,5.6910048150069805,11.244693016339761,43.4,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.244693016339761,5.6910048150069805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,Douglas,2025,22,0.9777777777777776,13.0,77.2,0.3,1.1,2.3,4.5,90754.0,49623,710.537,69.83872761024408,West,Mountain,4.260405851294319,11.415918847028077,13.3,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.415918847028077,4.260405851294319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,Elko,2025,19,0.8444444444444444,26.0,61.1,0.8,3.5,1.4,5.5,86487.0,54047,17173.302,3.147152481217648,West,Mountain,1.422421949630394,11.367760954972608,26.8,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.367760954972608,1.422421949630394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,Lyon,2025,44,1.0,19.5,70.4,1.3,1.3,1.3,5.8,80812.0,61680,2003.053,30.792994493905052,West,Mountain,3.4592459665829534,11.299893122656712,20.8,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.299893122656712,3.4592459665829534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,Nye,2025,24,1.0,17.1,68.9,2.9,0.9,1.9,7.8,60714.0,54344,18181.914,2.9889042484746104,West,Mountain,1.383516568743121,11.01394606348792,20.0,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.01394606348792,1.383516568743121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,Washoe,2025,51,1.0,26.1,58.5,2.3,0.7,5.6,5.5,88096.0,497200,6315.874,78.72227976682245,West,Mountain,4.378549092111097,11.386193759131087,28.400000000000002,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.386193759131087,4.378549092111097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada,White Pine,2025,47,1.0,16.5,71.5,5.9,3.6,0.3,1.9,72865.0,8735,8886.665,0.9829334176544292,West,Mountain,0.6845772724002916,11.196377416883779,22.4,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.196377416883779,0.6845772724002916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Belknap,2025,34,1.0,2.3,92.7,0.5,0.0,1.2,2.8,92783.0,64659,401.847,160.90452336336966,Northeast,New England,5.087006799535851,11.438029490116222,2.8,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.438029490116222,5.087006799535851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Cheshire,2025,38,1.0,2.6,91.4,0.7,0.1,0.9,4.1,83329.0,77297,706.709,109.3759949286057,Northeast,New England,4.7038926729592,11.330563907376252,3.3,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.330563907376252,4.7038926729592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Coos,2025,40,1.0,2.4,91.9,2.0,0.1,0.1,2.9,57677.0,31271,1794.574,17.425305392811886,Northeast,New England,2.9137250128532015,10.96263109729387,4.4,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96263109729387,2.9137250128532015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Grafton,2025,38,1.0,2.9,87.5,1.1,0.1,3.5,4.4,88261.0,92120,1708.599,53.915517918481754,Northeast,New England,4.00579596647111,11.388064942888574,4.0,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.388064942888574,4.00579596647111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Hillsborough,2025,38,1.0,8.5,80.1,2.2,0.1,4.3,4.3,103545.0,426378,876.53,486.4385702714111,Northeast,New England,6.189164272798343,11.547771237395827,10.7,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.547771237395827,6.189164272798343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Merrimack,2025,38,0.6777777777777778,2.7,90.1,1.6,0.1,1.5,3.6,97004.0,155967,932.899,167.1853008739424,Northeast,New England,5.1250663529587115,11.482517802548802,4.300000000000001,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.482517802548802,5.1250663529587115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hampshire,Rockingham,2025,39,1.0,3.7,89.5,0.7,0.1,1.9,3.6,118331.0,319082,695.391,458.8526454900912,Northeast,New England,6.130906102273533,11.68124951212033,4.4,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68124951212033,6.130906102273533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Atlantic,2025,38,1.0,20.4,54.0,12.6,0.3,7.8,4.5,78050.0,276270,555.578,497.2659104572176,Northeast,Middle Atlantic,6.211133891261878,11.26511773816131,33.0,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.26511773816131,6.211133891261878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Bergen,2025,40,1.0,22.7,51.3,5.4,0.1,16.8,2.9,124884.0,962316,232.788,4133.872880045363,Northeast,Middle Atlantic,8.327211864553641,11.735148592824697,28.1,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.735148592824697,8.327211864553641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Camden,2025,44,1.0,19.2,52.5,17.8,0.0,5.9,3.8,88755.0,527257,221.362,2381.8767448794283,Northeast,Middle Atlantic,7.776063753091934,11.393646310686307,37.0,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.393646310686307,7.776063753091934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Cumberland,2025,42,0.9888888888888888,35.7,40.9,16.4,0.4,1.4,3.7,67436.0,153305,483.38,317.1521370350449,Northeast,Middle Atlantic,5.762529686723804,11.11894910770053,52.1,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.11894910770053,5.762529686723804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Gloucester,2025,43,0.9666666666666668,8.3,74.3,10.2,0.0,3.1,3.6,105115.0,306954,322.008,953.2496087053738,Northeast,Middle Atlantic,6.86092528157063,11.562819781244071,18.5,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.562819781244071,6.86092528157063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Hudson,2025,41,1.0,40.7,27.3,10.7,0.1,16.8,3.3,91795.0,718323,46.194,15550.136381348226,Northeast,Middle Atlantic,9.651888994123608,11.427324002674503,51.400000000000006,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.427324002674503,9.651888994123608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Hunterdon,2025,41,0.9888888888888888,9.3,79.9,2.4,0.0,4.9,3.0,141715.0,130160,427.835,304.2294342445102,Northeast,Middle Atlantic,5.721063737238761,11.861580333912725,11.700000000000001,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.861580333912725,5.721063737238761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Mercer,2025,43,1.0,23.1,42.7,17.9,0.1,12.3,3.4,100645.0,385864,224.478,1718.93904970643,Northeast,Middle Atlantic,7.45004413296243,11.519364688599131,41.0,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.519364688599131,7.45004413296243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Middlesex,2025,36,0.9888888888888888,23.6,37.5,9.7,0.1,25.4,2.9,111549.0,871290,309.247,2817.456596183633,Northeast,Middle Atlantic,7.943944707787526,11.622228199860679,33.3,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.622228199860679,7.943944707787526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Monmouth,2025,37,0.8055555555555556,12.9,71.5,5.8,0.0,5.4,3.6,124845.0,645353,468.204,1378.358578739182,Northeast,Middle Atlantic,7.229373872084085,11.734836256748542,18.7,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.734836256748542,7.229373872084085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Morris,2025,38,1.0,16.0,65.8,3.0,0.0,10.7,3.7,137326.0,514528,461.025,1116.0522748224066,Northeast,Middle Atlantic,7.018448597278003,11.830120222095301,19.0,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.830120222095301,7.018448597278003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Ocean,2025,40,0.9944444444444444,10.9,81.1,2.9,0.0,1.9,2.7,89863.0,654362,628.29,1041.4967610498338,Northeast,Middle Atlantic,6.949373846761496,11.406052695321405,13.8,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.406052695321405,6.949373846761496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Passaic,2025,41,1.0,44.3,37.9,9.7,0.1,5.4,2.0,87522.0,521012,186.133,2799.13825060575,Northeast,Middle Atlantic,7.937424070160719,11.379656894947678,54.0,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.379656894947678,7.937424070160719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Union,2025,45,1.0,35.2,35.4,19.1,0.1,5.6,3.4,103202.0,579290,102.766,5636.981102699336,Northeast,Middle Atlantic,8.637281319894644,11.544453201374523,54.300000000000004,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.544453201374523,8.637281319894644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,Warren,2025,38,0.9833333333333332,13.0,74.6,5.6,0.1,3.0,3.5,100869.0,110849,356.541,310.9011305852623,Northeast,Middle Atlantic,5.742686248439706,11.52158783804888,18.6,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,11.52158783804888,5.742686248439706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,Bernalillo,2025,59,1.0,49.1,37.1,2.6,4.0,2.8,3.7,69473.0,673930,1161.245,580.3512609311558,West,Mountain,6.365355154083033,11.148707860840329,51.7,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.148707860840329,6.365355154083033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,Catron,2025,8,0.1055555555555555,15.7,74.4,1.8,3.8,0.3,4.0,49864.0,3743,6924.187,0.5405688783390743,West,Mountain,0.432151749732474,10.817074632835968,17.5,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.817074632835968,0.432151749732474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,Chaves,2025,16,0.1,58.4,36.1,1.5,0.6,1.1,1.5,52938.0,64217,6067.178,10.584327672601662,West,Mountain,2.4496531218974495,10.876895586294035,59.9,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10.876895586294035,2.4496531218974495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,Eddy,2025,51,1.0,51.6,42.9,1.2,0.8,0.6,2.3,78426.0,61105,4176.347,14.631207607988513,West,Mountain,2.749269403636181,11.26992353480575,52.800000000000004,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.26992353480575,2.749269403636181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,Lea,2025,47,1.0,62.7,31.0,3.1,0.4,0.7,1.8,68015.0,73733,4391.552,16.789736293683873,West,Mountain,2.878621678278607,11.127498250598572,65.8,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,11.127498250598572,2.878621678278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
